id,name,address,postcode,city,category,tags,creationyear,description
"prez-apps","Prez'Apps"," 42 rue bouret",75019,"paris","Entreprise","mobilité|applications mobiles|indépendants|développeur",2014,"Prez'Apps est une jeune société  spécialisée dans le développement d'applications mobiles iOS(iPhone/iPad), Android et windows pour réaliser l'application qui vous convient.."
"pricematch","pricematch","33, rue du Mail","75002","Paris","Entreprise","big data|B2B|ssii","2012","optimisation du rendement hôtelier a partir de la technologie big data."
"priceminister","Priceminister","92 rue Réaumur","75002","Paris","Entreprise","ecommerce","2000","Priceminister est une plateforme de vente en ligne de produits neufs et occasions."
"pricing-assistant","pricing assistant","39 rue Beauregard","75002","Paris","Entreprise",,"2015","Pricing assistant aide e-commerçants et marques à maximiser leurs bénéfices grâce à nos outils de veille tarifaire."
"printic","Printic","45 rue Héricart","75015","Paris","Entreprise","mobile|photo|impression","2012","Printic est une application mobile pour le partage et l'impression de ses photos."
"printklub","printklub","6 RUE DU FAUBOURG SAINT MARTIN","75010","PARIS","Entreprise","photo|impression","2011","Polabox, c'est l'histoire d'une toute nouvelle façon d'imprimer ses photos. Dès le portable, votre tablette ou votre ordi, vous pouvez récupérer toutes les photos partagées par vous et vos amis et créer de jolis petits produits."
"prismtech-france","Prismtech France","28, rue Jean Rostand","91400","Orsay","Entreprise","ocds","1991","Middleware, outils de développement et systèmes intégrés pour des applications de défense, télécommunications et services financiers"
"privateaser","Privateaser","79 rue de la Santé",75013,"PARIS","Entreprise","marketplace|services de proximité|Privatisation|Bar|Restaurant",2014,"Privateaser est la plateforme pour les privatisations et réservations de groupes dans les bars, restaurants et clubs."
"procheo","Procheo","47 avenue de l'Europe","92310","Sèvres","Entreprise","applications mobiles|développeur|monitoring","2011","Entreprise créant des expériences digitales sur tablettes en points de vente"
"prodomo","Prodomo","73 boulevard Richard Lenoir","75011","Paris","Entreprise","sécurité","1997","solution de gardiennage électronique des chantiers BTP"
"produp-consulting","Produp Consulting","72 avenue Edouard Vaillant","92100","Boulogne-Billancourt","Entreprise","Informatique|Conseil|SSII","2008","Conseil en production informatique avec un accompagnement des responsables de production et DSI au travers de missions de conseil"
"prodways-entrepreneurs","Prodways Entrepreneurs","19 rue du 4 septembre",75002,"pARIS","Investisseur","capital risque|hightech",2014,"Filiale du Groupe Gorgé, Prodways Entrepreneurs accompagne et finance des sociétés européennes de l'impression 3D"
"proengin","Proengin","1 rue de L Industrie","78210","St-Cyr-L-Ecole","Entreprise","sécurité","1973","Développement d’un système robotisé de contrôle non destructif par ultrasons. La société assure la distribution d’appareils de contrôle ultrasonore de différents types."
"profileo","Profileo","3 rue de l'Arrivée","75014","Paris","Entreprise","ecommerce|web|marketing|B2B","2001","Profileo est un agence de création de sites web spécialisée dans le e-commerce et le webmarketing avec une expertise Prestashop et Magento."
"progis","Progis","6 rue de la Grange Ory","94230","Cachan","Entreprise",,"2006","Progis a une triple activité d’éditeur d’applications, d’intégrateur de Système d’information géographique et de prestataire de services tels que le conseil, la formation et le support."
"prologue","Prologue","12 avenue des Tropiques","91940","Les-Ulis","Entreprise","opensource","1991","Prologue crée, développe et met en œuvre des technologies innovantes au service de tous les systèmes d’information"
"promethean","Promethean","45  avenue Victor Hugo","93300","Aubervilliers","Entreprise","éducation|équipement","2003","Promethean propose des solutions innovantes pour l’éducation et la formation en fournissant des tableaux interactifs, logiciels, systèmes de réponses instantanées, périphériques, et matériels de sonorisation."
"prophessi","Prophessi","28 avenue aristide Briand",94110,"Arcueil","Entreprise","ssii|opensource",2005,"Prophessi est une Société de Services en Ingénierie Informatique (SSII) spécialisée en Java Open Source: prestations d’étude, de conseil, d’analyse, de conception, de développement et de maintenance de votre système informatique."
"prosodie","Prosodie","150 rue Gallieni","92100","Boulogne-Billancourt","Entreprise","conseil|ingénierie","1986","Filiale de Capgemini éditrice de solutions IP et de plates-formes"
"proto204","PROTO204","200 rue André Ampère","91440","Bures-sur-Yvette","Tiers-lieu","coworking|showroom|hackerspace","2013","Le PROTO204 est une plateforme d’innovation, de création et de formation sur le campus Paris-Saclay qui accélère le croisement des communautés d'étudiants, chercheurs, entreprises et investisseurs pour reconnecter innovations sociales et technologie."
"provaltis","Provaltis","19A avenue d'Estienne d'Orves","91260","Juvisy-sur-Orge","Entreprise","cst|science|recherche|B2B","2008","L'information #scientifique et #technique. Veille, indexation documentaire, gestion de sites web, communication, assistance à l'animation de réseaux, community management, stratégie numérique. #CST"
"prove-run","Prove&Run","77 avenue Niel","75017","Paris","Entreprise","sécurité","2009","Prove & Run développe une technologie simplifiant le développement et la vérification d’applications embarquées, qui souhaitent un haut niveau de sûreté et/ou de sécurité."
"proxeaty","PROXEATY","Immeuble ORDINAL, rue des chauffours","95000","CERGY","Entreprise","drive|proximité","2013","Solution e-commerce avec ""Drive Piéton"" dédiée aux commerçants de proximité alimentaires."
"proxem","Proxem","19 boulevard de Magenta","75010","Paris","Entreprise","sémantique|big data|analytics","2007","Proxem aide les décideurs à effectuer les bons choix dans un monde complexe. La plateforme Proxem analyse le contenu textuel des Big Data et en extrait en temps réel une information pertinente."
"pushprivate","PushPrivate","131 avenue de Versailles","75016","Paris","Entreprise","emploi|recrutement",,"PushPrivate est une plateforme en ligne pour accélérer sa recherche d'emploi et faciliter le recrutement."
"pysae","Pysae","110 avenue de la République","75011","Paris","Entreprise","transports|smartcity","2013","Pysae met l'info en temps réel dans les transports en commun à la portée de toute les villes. Des smartphones installés dans les véhicules permettent de les géolocaliser et de redistribuer l'information aux usagers et au transporteur."
"pythagora","Pythagora","43 RUE DU SENTIER",75002,"Paris","Entreprise","vidéo|éducation|elearning",2014,"Pythagora propose des vidéos en accès illimité avec un abonnement mensuel."
"qobuz","Qobuz","249 rue de Crimée","75019","Paris","Entreprise","musique","2009","Qobuz est une plateforme de musique en ligne haute-fidélité qui fournit un service d'écoute sur abonnement et de téléchargement à la carte."
"qosmos","Qosmos","5 Impasse Chalabre Immeuble le Cardinet","75017","Paris","Entreprise","télécoms","2000","Qosmos crée des logiciels qui analysent et optimisent les applications, les services utilisant les réseaux IP.  Qosmos a développé une technologie distinctive et protégée qui permet des analyses temps réel des flux."
"qrators","Qrators","12 CITE DES FLEURS","75017","Paris","Entreprise","street-art|musée virtuel","2012","Permettre aux amateurs de street-art de découvrir dans les grandes villes du monde les meilleures œuvres de street-art disponibles autour d’eux. Un musée virtuel de street-art dans chaque ville."
"quable","QUABLE","20 Rue Jean & Marie Moinon",75010,"Paris","Entreprise","logiciels|conception de logiciels|éditeur de logiciels",2012,"Quable réalise des outils innovants pour communiquer ""multicanal"" et vous accompagne dans leur mise en oeuvre ultra rapide. 
Avec Quable, centralisez vos données produits en un seul point et coordonnez l'ensemble de vos publications !"
"quadra-systems","Quadra Systems","9 route du Colonel Moraine","92360","Meudon la Forêt","Entreprise","systèmes d'information|conseil|ingénierie","1998","Société de distribution de logiciels, conseil et audit en informatique"
"qualixo","Qualixo","45-47 avenue Pierre Brosselette","92120","Montrouge","Entreprise","opensource|ocds","2005","Société spécialisée en qualité logicielle\\n-Qualimétrie\\n-Sécurité applicative\\n-Tests techniques"
"quantic-dream","QUANTIC DREAM","56 boulevard Davout","75020","Paris","Entreprise","jeux vidéo|production|consoles","2015","Studio indépendant de production de divertissements. La société crée des concepts originaux et maîtrise l'intégralité de la chaîne de production et des technologies nécessaires à la réalisation de jeux vidéo sur consoles de salon comme sur PC."
"quantumwave-capital","Quantumwave Capital","57, rue de Varenne","75007","Paris","Entreprise",,"2008","With offices in Palo Alto, London, Paris and Tel Aviv, QuantumWave delivers seamless cross-border advice to our clients around the world."
"qublicite-france","Qublicité France","1 rue des bellevues 92270 Bois-Colombes",,,"Entreprise","B2B","2013","Nous proposons un nouveau concept en France, de la publicité sur du papier hygiénique. Le papier est diffusé auprès de nos distributeurs (bars, restaurants...). Nous leur donnons le papier « qublicitaire », qui est lui sponsorisé par des annonceurs"
"quividi","Quividi","18 rue Soleillet","75020","Paris","Entreprise",,"2006","Mesure d'audience de la communication dans les lieux publics, analyse du comportement de l'acheteur en magasin"
"qunb","qunb","82 rue du Faubourg Saint Martin","75010","Paris","Entreprise","data|opendata|dataviz","2011","qunb diffuse vos données et vous permet de jouer avec, de les afficher et de les partager."
"racontr","racontr","146 Rue du Faubourg Poissonnière","75010","Paris","Entreprise","storytelling|multimédia|interactif","2014","Entreprise qui propose un logiciel de création multimédia et une plateforme de publication pour les webdocumentaires, applications mobiles, articles multimédia, vidéos, sans une ligne de code."
"radioline","RadioLine","1 rue Garnier","92200","Neuilly sur Seine","Entreprise","radio|applications mobiles","2011","RadioLine développe des applications pour améliorer l'expérience de la radio numérique."
"radiome","RadioMe","70 rue de la Perdrix",93290,"Roissy","Entreprise","musique|experience|réseaux sociaux|#innovation",2015,"Si l’image est aujourd'hui centrale, le son a toujours été un canal de communication offrant une liberté sans égal.RadioMe est l'application qui permet d'enregistrer, de personnaliser, et de partager un enregistrement audio ou une chanson."
"radiumone","RadiumOne","84 Boulevard des Batignolles","75017","Paris","Entreprise","marketing|adtech|B2B","2009","RadiumOne is an advertising platform which covers online, video, social and mobile advertising using real-time bidding."
"radware-france","Radware France","150 rue Gallieni","92100","Boulogne-Billancourt","Entreprise","conseil|ingénierie","2000","Société de traitement de données"
"rapidhalal","RapidHalal","111 avenue Victor Hugo","75784 Paris Cedex 16",,"Entreprise",,"2013","Le 1er site internet de livraison halal au bureau ou chez soi!\\\\\\\\n RapidHalal souhaite devenir le leader Français de la livraison Halal à domicile. Rapid Halal regroupe les cartes et menus des meilleurs restaurants Halal en livraison."
"readiymate","reaDIYmate","7 rue Ambroise Thomas","75009","Paris","Entreprise","objets connectés|diy|robot","2010","Les reaDIYmates, imaginés par 23deEnero spécialiste de l'internet des objets, sont de petits robots qui se déplacent et jouent des sons en fonction de ce qui se passe dans votre vie numérique."
"realia","REALIA","29 boulevard de port royal",75013,"Paris","Entreprise","cartographie|géomatique|géolocalisation",1995,"Conseil en géomatique et SIG; usages de l'information géographique"
"rebble","Rebble","8 rue des quatre fils 75003 Paris",,,"Entreprise",,"2013","Rebble est la plateforme innovante de partage d'articles visant à développer la collaboration au sein des blogs. Venez découvrir notre base de données d'articles à rebloguer en intégralité pour enrichir vos sites, tout en valorisant les auteurs !"
"reciproque","Reciproque","12 rue Saint Maur","75011","Paris","Entreprise","culture|multimédia|b2b","2006","Reciproque est une société de conseil et d'ingénierie multimédia pour les musées et les centres culturels."
"recommerce-solutions","Recommerce Solutions","54 avenue Lénine","94250","Gentilly","Entreprise","buyback|ecommerce","2009","Recommerce Solutions™ is a leading provider of wireless device buyback and remarketing programs. We makes it easy to give used electronic equipment a second life by offering innovative technologies and services to collect and resell them."
"red-technologies","Red Technologies","101, rue de Sèvres Lot 1665","75006","Paris","Entreprise","télécoms","2012","Red Technologies développe et commercialise des solutions innovantes de gestion du spectre radioélectrique basées sur la cartographie de l'environnement radio."
"reewardio","Reewardio","59 rue du Faubourg Saint Antoine","75012","Paris","Entreprise","marketing|mobile|facebook","2012","Reewardio permet d'obtenir des offres exclusives en échange d'actions sur Facebook."
"references-btp","Références BTP","36 rue de Fontarabie 75020 Paris",,,"Entreprise",,"2013","Références BTP est le site d'évaluation de la qualité de travail des entreprises de construction. Ce sont les architectes, maîtres d'oeuvre et maîtres d'ouvrages qui évaluent au travers d'un questionnaire en ligne les entreprises de leur chantier"
"reflex-ces","Reflex Ces","2 rue Gevaudan SILIC 1743","91047","Evry","Entreprise","sécurité","2008","Spécification, conception, industrialisation et fabrication de systèmes électroniques embarqués sur mesure"
"reminiz","reminiz","10 RUE HENRI REGNAULT","92400","COURBEVOIE","Entreprise","reconnaissance faciale","2014","Il permet d'envisager de grandes avancées technologiques grâce à la reconnaissance faciale."
"remix-coworking-cour-des-petites-ecuries","Remix Coworking - Cour des petites écuries","24, cour des petites écuries","75010","Paris","Tiers-lieu","coworking|startup|création","2013","Lieux de coworking pour créateurs et créatifs."
"remu","Remu","12 rue d'Oran","75018","Paris","Entreprise","multimédia|son|b2b","2006","Remu est une agence créative qui développe et réalise des contenus multimédias pour des dispositifs de diffusions innovants et des scénographies sonores."
"renaissance-numerique","Renaissance Numérique","13 rue Eugène Flachat","75017","Paris","Communauté","thinktank|fracture numérique|association","2005","Renaissance Numérique est un think-tank qui oeuvre en faveur du développement d'internet en France en focalisant ses réflexions et ses actions sur la réduction des fractures numériques."
"reperli","Reperli","3 avenue de la Liberté","92400","Courbevoie","Entreprise",,"2013","Reperli est un carnet d'adresses pour iPhone, qui permet de mémoriser les lieux et les services qu'on aime, organiser ses check-ins Facebook et Foursquare, partager ses adresses avec sa famille et ses amis."
"reqwest","Reqwest","2 rue Lacroix","75017","Paris","Entreprise","achats|business development|B2B","2013","Reqwest connecte les PME et indépendants aux grands comptes publics et privés par l'intermédiaire d'appels d'offres simplifiés. Utiliser Reqwest, c'est aussi trouver, comparer et sélectionner les meilleurs prestataires en toute simplicité."
"resae","Resae","33 bis impasse Victor Hugo",94800,"Villejuif","Entreprise","edition de logiciels|réservations|hôtel",2014,"RESAE est une société française spécialisée dans l'édition de logiciels en ligne pour la réservation de produits et de services d’hébergement, de restauration et de salles."
"reseau-adergo","Réseau ADERGO","10 ter rue bisson",75020,"Paris","Communauté","Ergonomie|UX Design|Web Design|IHM|Réseau de compétences",1997,"Réseau de compétences pour l'audit et la conception d'interfaces-utilisateurs. Ergonomie, graphisme, UX Design, Web design et intégration HTML5/CSS3"
"reseau-entreprendre-paris","Réseau Entreprendre Paris","18-20 rue du Faubourg du Temple","75011","Paris","Communauté",,"2004","Réseau Entreprendre Paris est un réseau de chefs d'entreprise qui accompagne les créateurs et repreneurs d'entreprises. Cet accompagnement individuel et collectif se complète d'un prêt d'honneur."
"reseaulocal","Réseau Local","11 rue des grandes cultures",93100,"MONTREUIL","Entreprise","informatique|streaming|internet|prestation|événements",2002,"Nous répondons aux besoins techniques de manifestations publiques ou privées grâce aux technologies de l'information."
"reset-and-play","Reset and Play","27 rue blanche",75009,"Paris","Entreprise","design|usercentric|conception|#innovation",2013,"Concepteur d'expériences, de services et de produits numériques"
"resonate-mp4","Resonate MP4","29, rue Miguel Hidalgo","75019","Paris","Entreprise","ocds","2001","Ingénierie en télécommunications et multimédia. Conception et développement de composants logiciels pour systèmes multimédia de diffusion sur Internet, les réseaux mobiles et nouveaux réseaux de radio numériques T-DMB."
"restlet","Restlet","ESSEC Ventures, CNITBP230 - 2, Place de la Défense","92053","Paris La Defense","Entreprise","opensource","2008","Restlet SAS est un éditeur de middleware, spécialiste des APIs web."
"resto-flash","Resto Flash","31-33","rue du Temple 75004 Paris",,"Entreprise",,"2011","Resto Flash est le 1er émetteur de titres restaurants numériques sur mobile.\\\\\\\\nIl permet aux salariés de régler leur déjeuner directement avec leur portable.\\\\\\\\nCe système simplifie le quotidien des utilisateurs, salariés, employeurs et restaurateurs."
"restopolitan","Restopolitan","146 rue Montmartre","75002","Paris","Entreprise","restauration|réservations|marketing","2006","Restopolitan est spécialisée dans la réservation en ligne appliquée à la restauration et propose une carte de membre qui permet d'obtenir 1 repas offert par jour."
"reunik","Reunik","15 rue Sextius Michel","75015","Paris","Entreprise","photo|impression","2011","Reunik est un service d'album photo communautaire qui permet de réunir vos photos et celles de vos amis et de créer un album personnalisé pour impression."
"reverso-softissimo","Reverso Softissimo","5 rue Soyer","75018","Paris","Entreprise","linguistique",,"Reverso Softissimo est un concepteur et intégrateur de logiciels spécialisé dans les applications linguistiques de l'informatique pour l'éducation et les entreprises."
"reward-process","Reward Process","5 rue Hédouin","92190","Meudon","Entreprise","éditeur|logiciels|marketing","2010","Solution logicielle en cloud qui permet de faciliter le lancement et le suivi des programmes d'incentives/challenges dédiés aux forces commerciales internes ou externes (exemple : réseau de distributeurs). Membre de seineouestdigital.fr"
"rich-analysis","Rich Analysis","16 rue Kléber","92130","Issy-les-Moulineaux","Entreprise","géolocalisation|dataviz|big data|mobilité","2007","RichAnalysis imagine des services digitaux innovants en croisant et en visualisant des données de manière inédite. Elle est experte dans les domaines suivant : synchronisation, géolocalisation et visualisation de grands flux de données."
"riminder","Riminder","2 Grande Voie des Vignes",92290,"Chatenay-Malabry","Entreprise","Afrique |emploi|big data",2015,"Riminder, grâce à l'utilisation de l'intelligence artificielle, croise les CV des candidats avec les offres d'emplois correspondantes. Le service veut être un Netflix du recrutement avec un système de recommandation par affinités."
"robotlab","robotlab","10 rue de la Coquillère",75001,"Paris","Incubateur","incubateur|robotique|objets connectés",2014,"Incubateur de solutions robotiques / objets connectés et centre d’expertise accompagnant les entreprises dans la recherche et la création de technologies adaptées à leur besoin."
"rooftop-work","Rooftop-Work","43-47 avenue de la Grande Armée",75116,"Paris","Entreprise","coworking|startups|freelances|sport|#innovation",2015,"Rooftop-Work est un espace de coworking qui propose un cadre de travail exceptionnel avec vue sur les toits de Paris."
"rplus-technologies","RPlus Technologies","56 quai Alphonse le Gallo","92100","Boulogne-Billancourt","Entreprise",,"2011","RPlus Technologies est un acteur de l'économie circulaire qui collecte de façon éco-solidaire des téléphones mobiles pour leur offrir une seconde vie. Rplus Technologies, c'est deux marques : Mobile Vert pour la collecte et Yukkaz pour la revente."
"rueil-92-coworking","Rueil 92 Coworking","9 avenue Paul Doumer","92500","Rueil-Malmaison","Tiers-lieu","coworking|bureaux partagés","2012","Rueil 92 Coworking propose un espace de travail collaboratif en mode coworking et des bureaux à louer."
"runorg","Runorg","22 rue Planchat","75020","Paris","Entreprise","rse","2010","Runorg propose des plateformes web dédiées aux entreprises ou aux associations qui offrent des fonctions de gestion et de communication à destination des dirigeants et des membres."
"rustlin","Rustlin","17 avenue de la Bourdonnais","75007","Paris","Entreprise","réseaux sociaux|mobile|géolocalisation|mobilité","2012","Rustlin est un réseau social anonyme fondé sur les lieux et les personnes qui les fréquentent disponible via une application mobile géolocalisée."
"sabsystem","SABsystem","91, rue Legendre","75017","Paris","Entreprise",,"2010","Permettre aux directeurs d’hôtels de milieu de gamme d’augmenter leurs revenus par une offre IPTV de services payants et non payants, qui améliorent la qualité du séjour de leurs clients."
"safe-company","Safe Company","23 avenue Louis Breguet","78140","Vélizy-Villacoublay","Entreprise","webmarketing|études|conseil|b2b","2002","Réseau de services spécialisés dans les nouvelles technologies"
"safran","Safran","2 boulevard du Gal Martial Valin","75015","Paris","Entreprise",,"1956","Safran is a leading international high-technology group with three core businesses: aerospace, defence and security."
"sagemcom","Sagemcom","31-33 rue des Beaux Soleils","95520","Osny","Entreprise","énergie|opensource|télécoms","2001",
"saic-conseils","Saic Conseils","7 avenue de l'Europe","92312","Sèvres ","Entreprise","systèmes d'information|conseil|ingénierie","1991","Société de conseils en technologies"
"sailsharing","Sailsharing","107 rue lemercier 75017 Paris",,,"Entreprise","économie collaborative|nautisme","2013","Sailsharing est une plateforme collaborative de location de bateaux entre particuliers. Ses 3 fondateurs ont appliqué le modèle de la consommation collaborative au domaine du nautisme."
"sale-n-go","Sale N' Go","8-10 rue de Nieuport ","78140","Vélizy-Villacoublay","Entreprise","systèmes d'information|édition|conception de logiciels",,"Société éditrice de logiciels de facturation en ligne"
"salesforce","Salesforce","7 place d'Iéna","75008","Paris","Entreprise","crm","1999","Salesforce est une entreprise spécialiste des logicels de gestion de la relation client."
"sanef-concession","Sanef Concession","100 avenue de Suffren -","75015","Paris","Entreprise","opensource","2006","Sanef intervient comme investisseur, concepteur et maître d'ouvrage d'infrastructures autoroutières."
"santech","Santech","13 rue Moreau","75012","Paris","Entreprise","prévention|maladiechronique|silver économie|santé","2012","Editeur de logiciels e-santé pour gérer son capital santé sur les sujets de la prévention, des maladies chroniques, du vieillissement et du handicap."
"saphymo","Saphymo","5, rue du Théâtre","91300","Massy","Entreprise","sécurité","1951","Société française spécialisée dans la conception, la fabrication et la commercialisation d’instruments et de systèmes de contrôle et de mesure des rayonnements ionisants ainsi que d’équipements de géolocalisation."
"sart","SART","8 rue de Davron","78450","Chavenay","Entreprise","télécoms","2006","SART offre des prestations intellectuelles de support de haut niveau dans les domaines Radar et Télécommunication."
"scale-1-portal","SCALE-1 PORTAL","2 rue Stephenson","78180","Montigny le bretonneux","Entreprise","3d|immersion","2013","Conception de solutions d'immersion 3D échelle 1 à destination des PME."
"scaledome","Scaledome","1 rue royale",92210,"Saint-Cloud","Incubateur","accélérateur|iot|big data|machine learning|deep learning",2015,"Scaledome est le premier accélérateur né d'un acteur français de Cloud. Au sein des locaux d'Outscale, le premier opérateur d'IaaS français, bénéficier de ressources Cloud et d'accompagnement avec notre programme de 3 mois."
"scality","Scality","16 Passage Jouffroy","75009","Paris","Entreprise","B2B|scalepetaoctet|stockageobject","2009","Scality is a leader in petabyte-scale storage. It develops a paradigm shift in storage with a software only solution that could easily handle exponential data growth, ensure high availability, deliver high performance and reduce operational cost."
"scan-target","Scan & Target","14 rue Anatole France","92800","Puteaux-La-Defense","Entreprise","ocds","2008","Scan & Target est un éditeur de logiciels fournissant des solutions SaaS de text mining temps réel pour contenus web et mobiles (sms, e-mails, blogs, forums)"
"scanresearch","ScanResearch","80 rue des haies","75020 Paris",,"Entreprise",,"2010","Scan-Research est un institut d'études d'un type nouveau, qui analyse en temps réel  l’évolution de la conversation des internautes sur les réseaux sociaux, les blogs et les forums, autour d'une marque, d'un produit ou d'une institution."
"schibsted-growth","Schibsted Growth","8 rue Lavoisier","75008 Paris",,"Investisseur",,"2013","Schibsted Growth is the Corporate Development arm of the Schibsted Group in France. Our goal is to leverage the great success of LeBonCoin.fr and 20minutes.fr to foster growth and ensure market leadership for our Startups."
"scientipole","SCIENTIPOLE","110 rue poissonniers","75018","Paris","Communauté","financement|startup|accélérateur","2002","1er accélérateur solidaire long range dédié aux Jeunes Entreprises Innovantes d'Ile de France proposant financement non dilutif et accompagnement de la croissance pendant 3 ans. 1 seul objectif vous aider à faire 1 M€ de CA annuel en moins de 3 ans!!"
"scientipole-croissance","Scientipôle Croissance","110 rue des Poissonniers 75018 Paris",,,"Communauté","réseaux sociaux|business development|mécénat de compétences","2013","Scientipôle Croissance accélère la croissance des jeunes entreprises innovantes, lauréates de Scientipôle Initiative, en fédérant une puissante Communauté apportant soutien financier et compétences."
"scientipole-initiative","Scientipôle Initiative","Rue du Belvédère","91400","Orsay","Incubateur","accompagnement|financement|incubateur","2001","Scientipôle Initiative est une association d'accompagnement et de financement de jeunes entreprises innovantes de la région Ile-de-France."
"scilab-enterprises","Scilab Enterprises","143 bis rue Yves Le Coz","78000","Versailles","Entreprise","opensource|ocds","2010","Scilab Enterprises apporte son expertise dans la mise en œuvre de solutions optimales en termes d'innovations technologiques et dans l'accompagnement des entreprises dans leurs démarches autour des outils de calcul et de simulation numérique."
"scrollshow","Scrollshow","rue Saint Yves","75014","Paris","Entreprise","présentation animée|ipad|éditeur de logiciels","2012","Scrollshow développée par Plimse est une application iPad d'édition de présentations panoramiques."
"sculpteo","Sculpteo","89 rue du Gouverneur Felix Eboué","92130","Issy les Moulineaux","Entreprise","impression3d","2009","Sculpteo offre un service en ligne d'impression 3d à la demande."
"secteur-ouest","SECTEUR OUEST","149 rue Montmartre",75002,"Paris","Entreprise","événements|communication digitale",2001,"Cette agence de communication a développé une plateforme d'événements virtuels BtoB et BtoC"
"secudrones","Secudrones","5 rue du Chant des Oiseaux","78360","Montesson","Entreprise",,"2011","SecuDrones est distributeur de micro drones de type VTOL multi-rotors.SecuDrones conçoit et développe également des logiciels d'exploitation pour ces micro drones (station sol avec cartographie 3D et logiciel de traitement d'image et vidéo)."
"secure-ic-sas","Secure-Ic Sas","37-39, rue Dareau","75014","Paris","Entreprise","sécurité|ocds","2010","Design de composants électroniques sécurisés et de logiciels embarqués. Ingénierie et consulting pour la conception et le développement de circuits électroniques critiques."
"secway","Secway","24 boulevard Verd de Saint Julien","92190","Meudon","Entreprise","informatique|conseil|SSII","2000","Entreprise spécialisée dans la sécurité des systèmes informatiques."
"sef-industrie","Sef Industrie","9 rue Gustave Eiffel","77610","Fontenay-Tresigny","Entreprise",,"1993","Fournisseur de premier rang dans le secteur ferroviaire et transport interurbain de voyageurs.\\n"
"selectra","Selectra","66 rue Sébastien Mercier","75015","Paris","Entreprise","big data|marketplace","2010","Portail d'information et de conseils d'experts sur l'énergie. Prémier comparateur des offres d'électricité et d' énergie."
"sem-issy-media","Sem Issy Média","62 rue du général Leclerc","92130","Issy-les-Moulineaux","Entreprise","communication|innovation","1990","Issy Média est la société d'économie mixte chargée de la communication et de l'innovation numérique de la ville d'Issy-les-Moulineaux."
"semdee","Semdee","15 rue Jean-Baptiste Berlier","75013","Paris","Entreprise","big data|businessintelligence","2011","Semdee développe et propose une gamme de logiciels destinés à l’analyse et l’exploitation des données textuelles structurées et non structurées."
"senscritique","SensCritique","49 rue du Faubourg Poissonnière","75010","Paris","Entreprise","réseaux sociaux|culture|avis","2011","SensCritique est un réseau social qui vous permet d'organiser et de partager vos avis culturels."
"sensecube","SenseCube","7 rue Biscornet",75012,"Paris","Incubateur","accélérateur|startups sociales",2014,"Le SenseCube est un programme d’accélération pour des start-ups sociales, utilisant le levier des nouvelles technologies pour résoudre des enjeux sociaux ou environnementaux."
"sense-space","Sensespace","11 rue biscornet",75012,"Paris","Tiers-lieu","makerspace|coworking|bureaux partagés",2015,"Le SenseSpace est le tiers-lieu de l'innovation sociale développé par la communauté MakeSense."
"sentimonitor","SentiMonitor","27 avenue la Fontaine","93290","Tremblay-en-France","Entreprise",,"2013","Solution de veille et d'analyse des médias sociaux."
"sentinelo","Sentinelo","5, rue de Tracy","75002","Paris","Entreprise",,"2010","Sentinelo permet aux utilisateurs de trouver les bonnes affaires de proximité sur leur Smartphone à l’aide de la géolocalisation."
"seolane-innovation","Seolane Innovation","15 rue Croix Castel","78600","Maisons-Laffitte","Entreprise","télécoms","2007","Seolane Innovation offre des réponses adaptées aux nouveaux enjeux de la mobilité.Experts en création de services innovants, Seolane offre des solutions nouvelles aux besoins actuels des autorités organisatrices et opérateurs de transports publics."
"sepage-paris","Sépage Paris","27 Rue du Chemin Vert",75011,"Paris","Entreprise","ecommerce|sémantique|tourisme",2014,"We create Semantic Marketing Solutions for e-tourism websites ."
"sequans-communications","Sequans Communications","19, Le Parvis de La Défense Citicenter","92073","Courbevoie","Entreprise","télécoms","2003","Sequans Communication conçoit et développe des « System-on-Chip » et des solutions logicielles, destinés aux systèmes d’accès radio large bande conformes à la norme WiMAX."
"sequrenet","Sequrenet","12 Villa Croix Nivert","75015","Paris","Entreprise","sécurité","2008","SeQureNet est une spin-off de Telecom Paristech qui vise à fournir des solutions cryptographiques notamment fondées sur l'usage des méthodes quantiques."
"ser-solutions-france","Ser Solutions France","65 rue de la Garenne","92310","Sèvres","Entreprise","systèmes d'information|conseil|ingénierie","2008","Editeur de logiciels et de solutions en informatique"
"serena-capital","Serena Capital","21 rue Auber","75009","Paris","Investisseur","capital risque","2008","Serena Capital est une société d'investissement spécialisée dans le financement d'entreprises à fort potentiel de croissance des secteurs technologiques : internet, mobile,logiciel, services en ligne."
"servitics","ServiTICs","2 Chemin du Prieuré","95380","Epiais les Louvres","Entreprise","cloud|erp|voip|B2B","2008","Societé de service en Technologie de l'Information et de la Communication, intègre des solutions informatiques collaboratives de leaders sur le marché, dans le but d'améliorer la productivité des entreprises ."
"sesamtv","SesamTV","98 avenue du général Leclerc ",92100,"Boulogne-Billancourt","Entreprise","éditeur de logiciels|tv|médias|b2b",2003,"Entreprise qui propose une solution permettant à l’industrie des média et télécoms de maîtriser la consommation multimédia de leurs abonnés sur la télévision, le micro-ordinateur et le terminal mobile."
"setics","Setics","7, rue Biscornet","75012","Paris","Entreprise",,"2000","Setics est l’un des principaux cabinets français de conseil indépendants du secteur des télécommunications ; contribue significativement au développement du très haut débit (THD) en permettant à ses clients de prendre les meilleures décisions en matière d’infrastructures numériques."
