id,name,address,postcode,city,category,tags,creationyear,description
"42","42","96 boulevard Bessières","75017","Paris","École","développeur|heartofcode","2013","42 est une école gratuite, financée par la fondation Free, qui développe une méthodologie d'apprentissage par projet pour former de jeunes talents aux métiers informatiques et à la programmation."
"1913","1913","141 rue Raymond Losserand","75014","Paris","Entreprise","télécoms","2005","La société 1913 est spécialisée dans les besoins télécom et communications d'entreprise."
"1001-menus","1001 Menus","23 rue de Clery","75002","Paris","Entreprise","B2B|restauration","2010","1001 Menus propose une plate-forme web et mobile pour centraliser la communication digitale des restaurants."
"123-venture","123 Venture","94 rue de la Victoire","75009","Paris","Investisseur","capital risque|mezzanine","2000","123Venture est une société de gestion indépendante avec plus de 1.000M€ investis dans le capital-investissement et l'immobilier."
"1up","1UP","1 avenue Jean Jaures",95100,"Argenteuil ","Entreprise","gestion de projet|maintenance IT",2012,"1UP est un cabinet de conseil en gestion de projet. Elle propose ses services en maintenance IT, en maitrise d'oeuvre pour la création d'un applicatif et sur les serious games."
"1x1connect","1X1connect","5 rue Cochin","75005","Paris","Entreprise","interactif|marketing","2010","1x1 connect développe différents outils de marketing d’interaction web pour des sites média, e-commerce ou des marques."
"292-contents","292 Contents","22 rue de Pontoise","75005","Paris","Entreprise","édition|ebook|transmédia","2010","292 Contents est un producteurs de livres pour le troisième millénaire."
"2b-consulting-sas","2B CONSULTING SAS","35 RUE DU VAL DE MARNE","75013","PARIS","Entreprise","systèmes d’information|conseil","1998","2B Consulting conçoit et met en oeuvre depuis sa création des solutions décisionnelles globales et de pilotage de la performance (simulation, planification, scorecarding, etc...)"
"2csi","2CSI","8 place du Ponceau","95000","Cergy","Entreprise","ambition-pme","1995","Editeur ERP de Santé"
"3600-capital-partners","360° Capital Partners","16 boulevard Poissonnière","75009","Paris","Investisseur","capital risque",,"360° Capital Partners regroupe des investisseurs dynamiques et agiles, profondément passionnés par la création de sociétés durables et offrant aux entrepreneurs un soutien de tous les instants."
"360learning","360Learning","67 avenue Raymond Poincaré","75016","Paris","Entreprise","formation","2009","360Learning est la solution e-learning innovante pour les organisations en croissance : petites et grandes entreprises, organismes de formation et établissements d'enseignement supérieur."
"3d-counting","3D Counting","107 rue du Cherche-Midi","75006","Paris","Entreprise",,"2011","La société 3D Counting a conçu et développé une technologie à base de caméras 3D, inégalée en France et en Europe, fonctionnant en stéréovision permettant ainsi de garantir une fiabilité des données de comptage récoltées supérieure à 99%."
"3li-business-solutions","3LI BUSINESS SOLUTIONS","9 23 RUE PAUL LAFARGUE","93210","LA PLAINE ST DENIS","Entreprise","B2B|éditeur de logiciels|conseil","2003","3Li est une entreprise de service spécialisée dans l’édition de solutions ERP et CRM verticales. Elle propose une gamme complète de prestations: analyse, conseil, développement, adaptation, formation, assistance et suivi de projets."
"3s-informatique","3S Informatique","5, rue Ernest Renan","92130","Issy-Les-Moulineaux","Entreprise","ocds","2004","3S Informatique intervient dans la conception, le développe- ment, l'exploitation et la maintenance de solutions informatiques."
"3s-photonics","3S Photonics","Route de Villejust","91625","Nozay","Entreprise","télécoms","2007","3S PHOTONICS conçoit, développe, fabrique et commercialise des composants actifs à partir de ses propres puces optoélectroniques III-V et des composants passifs issus d'une technologie à base de réseaux de Bragg sur fibres optiques."
"3w-academy","3W Academy","46 rue René Clair","75018","Paris","École","formation|développeur|intégrateur","2012","3W Academy forme des développeurs- intégrateurs web. Les technologies HTML/CSS/Javascript/PHP/MySQL sont maîtrisées par la pratique. C'est court, intensif, ciblé, fait par des pros, tiré par la demande du marché. Symfony 2 est également au menu..."
"42-consulting","42 CONSULTING","2 BIS AVENUE FOCH","94160","SAINT MANDE","Entreprise","b2b|opensource","2006","42 Consulting est un cabinet de conseil et d'ingénierie informatique. Il accompagne le développement et la mise en œuvre de leurs systèmes d'informations."
"44-screens","44 SCREENS","47 Bld de la Villette",75010,"PARIS","Entreprise","applications mobiles|tourisme|réseaux sociaux|ssii|culture",2013,"44screens (Paris, Madrid, Montréal) crée des applications qui permettent de découvrir des lieux touristiques et historiques à travers des intrigues et le jeu, intégrant la réalité augmentée 3D issus de programmes de coopération internationale de R&D"
"4d","4D","60 rue d’Alsace","92110","Clichy","Entreprise","opensource","1985","Le groupe 4D propose aux développeurs et aux entreprises une plateforme logicielle intégrée permettant d’accélérer et de simplifier le développement et le déploiement d’applications Desktop, Client-Serveur et de Business Web Apps."
"4dconcept","4DCONCEPT","41 43 AVENUE DU CENTRE","78180","MONTIGNY LE BRETONNEUX","Entreprise","b2b|conseil","2010","Entreprise dédiés à la gestion de contenus éditoriaux ou techniques, pour créer, transformer, pérenniser et diffuser vos contenus, sur tout média digital, mobile ou papier."
"4mtec","4MTEC","40 RUE BARBES","92120","MONTROUGE","Entreprise","B2B|aéronautique|systèmes d'information","2003","4MTec accompagne dans la conception, le développement et l'industrialisation des produits en leur offrant l'accès : aux compétences des ingénieurs français, d'Europe de l'Est et des grands pays occidentaux et aux sites de production."
"4n-media-group","4n Media Group","80 rue des Haies","75020","Paris","Entreprise","elearning|mobile","2007","4n Media Group édite une solution mobile d’apprentissage des langues étrangères par l’actualité."
"50-partners","50 Partners","62 rue Jean-Jacques Rousseau","75001","Paris","Incubateur",,"2012","Espace de Coworking : location de postes à conditions très flexibles et entrepreneuriales (www.leloft50partners.com) et Incubateur de Startups : mentoring par 50 entrepreneurs stars, bureaux, écosystème, financement (www.50partners.fr)"
"50a","50A","32 rue de l'Echéquier","75010","Paris","Entreprise","communication|b2b",,"50A accompagne les grands comptes, les PME et les fédérations dans la conception et la mise en oeuvre de leur stratégie de communication digitale."
"5e-rue","5e Rue","36 rue Sedaine","75011","Paris","Entreprise","websocial|innovation|B2B","2010","5e Rue est un agenceur digital qui conseille et accompagne les entreprises et les institutions sur les enjeux d'image, de business et d'organisation soulevés par le web social."
"5m-ventures","5M Ventures","28 place de la Bourse","75002","Paris","Investisseur","B2C|mediaforequity",,"Fonds de ""Media for Equity"", 5M Ventures propose à des sociétés B2C en forte croissance de l'espace publicitaire dans des médias de premier plan en échange d'une ouverture de leur capital."
"6wind","6Wind","1 Place Charles de Gaulle Immeuble Central Gare Bât C","78180","Montigny-Le-Bretonneux","Entreprise","télécoms","2001","Logiciels réseaux IP embarqués, OEM"
"99metrics","99Metrics","13 rue de Marivaux","75009","Paris","Entreprise","seo|référencement|marketing","2012","99Metrics aide les startups web à augmenter leurs revenus sur Internet en particulier sur l'acquisition d'audience, la conversion en client puis la rétention."
"@fbourboulon-conseil","@fbourboulon Conseil","5 rue d'Alger","75001","Paris","Entreprise","éditorial|conseil|b2b","2013","Conseil en stratégies de contenus numériques."
"a-systems","A-SYSTEMS","41 RUE DES CHANTIERS",78000,"VERSAILLES","Entreprise","b2b|éditeur de logiciels|formation",2001,"Entreprise éditeur de logiciels qui propose: La formation sur nos logiciels
Le développement de nouveaux modèles d’optimisation
La maintenance et la mise à jour des programmes."
"a-world-for-us","A World For Us","17 rue des 5 Diamants","75013","Paris","Entreprise","web3d","2009","A World For Us est une équipe d'experts en logiciel et en applications web temps réel qui réalise des solutions interactives et sociales."
"a2i","A2I","14 RUE DE CLICHY","75009","PARIS","Entreprise","b2b|cloud","2000","A2i, spécialiste de l'infogérance propose la prise en charge exhaustive,  et adaptée de l'informatique."
"a2ia","A2iA","39 rue de la Bienfaisance","75008","Paris","Entreprise","extraction|dématerialisation|indexation","2004","A2iA est le spécialiste mondial de l'extraction de contenus, la classification de documents et la reconnaissance d’écriture manuscrite et imprimée.  A2iA est capable de répondre à toutes les problématiques de dématérialisation de documents"
"a2partner","A2Partner","18 rue du Château","92200","Neuilly","Entreprise","b2b|conseil|business development","2006","Cabinet de Conseil spécialisé qui accompagne les entreprises dans la définition, le recrutement, l’animation et la fidélisation de leurs partenariats, pour ainsi augmenter leurs parts de marché."
"a31v","A31V","15 rue Faidherbe","75011","Paris","Entreprise","culture|web|mobile","2012","A31V édite Sowprog et vous propose des applications mobiles, sites web et widgets pour communiquer sur votre actualité artistique. Sowprog vous permet de référencer vos événements dans de multiples agendas et sur les réseaux sociaux en 3 clics."
"a3is","A3IS","40 RUE DU MOULIN DES BRUYERES","92400","COURBEVOIE","Entreprise","B2B|informatique","2003","Spécialisée dans le secteur d'activité de la programmation informatique."
"aareon-france","Aareon France","9 Rue Jeanne Braconnier","92360","Meudon la Forêt","Entreprise","systèmes d'information|éditeur de logiciels|immobilier","1982","Edition de systèmes d'information pour la gestion immobilière"
"ab-it","AB-IT","251 rue Jean Jaques Rousseau","92130","issy les moulineaux","Entreprise",,"2008","Conseils et Services en Ingénierie Informatique. Membre de seineouestdigital.fr"
"abakus","ABAKUS","3 RUE DU HAVRE","75008","PARIS","Entreprise","b2b|conseil|logiciels","1996","Entreprise spécialisée dans le secteur d'activité du conseil en systèmes et logiciels informatiques."
"abaxia-htc","Abaxia HTC","20 rue Troyon","92310","Sèvres","Entreprise","conception|ssii","2001","Société de composantes pour smartphones"
"abi-systems","ABI SYSTEMS","64 BOULEVARD DE STRASBOURG","75010","PARIS","Entreprise","logiciels open source|b2b","2011","Entreprise spécialisée dans le secteur d'activité du commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels."
"abilian","Abilian","1 square de Port Royal","75013","Paris","Entreprise","open_source|collaboratif","2012","Editeur de logiciels open source qui propose des solutions innovantes pour votre entreprise ou votre organisation, dans les domaines de la collaboration émergente (entreprise 2.0), des processus métiers et de la gestion de l'information."
"abstrakt","Abstrakt","213 rue du Faubourg Saint Martin","75010","Paris","Entreprise","agence|marketing|b2b","1998","Abstrakt est une agence digitale qui assure la promotion de marques et produits numériques en ligne."
"aca","ACA","74 RUE DU FAUBOURG SAINT ANTOINE","75012","PARIS","Entreprise","B2B|big data|logiciels","1989","La société ACA est spécialiste des échanges de données : pour les sociétés de toutes tailles et s'adresse avant tout aux sociétés qui disposent d'un système d'information hétérogène et de nombreux échanges vers l'extérieur"
"academie-des-technologies","Académie des Technologies","Avenue Franklin D. Roosevelt","75008","Paris","Acteur public","recherche|académie","2000","L’Académie des Technologies a pour vocation d'émettre des propositions et des recommandations auprès des pouvoirs publics et des acteurs socio-économiques pour une meilleure exploitation des technologies au service de l'homme."
"acapi","Acapi","16 rue des Chateaupieds","92565","Rueil-Malmaison Cedex","Entreprise","opensource","2003","Club photo regroupant tous les passionnés d'images"
"accenture","Accenture","118 AVENUE DE FRANCE","75636","PARIS CEDEX","Entreprise","B2B|conseil|management","1974","Accenture est une entreprise internationale de conseil en management, technologies et externalisation."
"access42","Access42","20, rue des Jardins",92600,"Asnières-sur-Seine","Entreprise","accessibilité|handicap|web|formation|numérique",2007,"Premier spécialiste français de l'accessibilité numérique, nous sommes une société coopérative qui accompagne les administrations et les entreprises dans l'adaptation et la certification de leurs contenus numériques pour les personnes handicapées."
"achat-centrale","Achat Centrale","3 boulevard de la Saussaye","92200","Neuilly-sur-Seine","Entreprise","achats|marketplace","2011","Achat Centrale permet aux TPE et PME de faire des économies sur leurs achats en bénéficiant de conditions privilégiées sur leurs achats non stratégiques."
"acheteurdurablecom","AcheteurDurable.Com","16 rue Solférino","92100","Boulogne Billancourt","Entreprise","manuel|conseil",,"Outil de systématisation d'achats durables en ligne"
"achille-a-paris","Achille à Paris","65 rue monge",75005,"Paris","Entreprise","culture|ecommerce",2015,"Le compte culture pour sortir des sentiers battus. Design et actualité."
"acial","ACIAL","20 RUE D'ATHENES",75009,"PARIS","Entreprise","b2b|conseil|logiciels",1998,"Entreprise de conseil et de services spécialisée dans le test logiciel et la qualité du Système d'Information."
"acontis","Acontis","62 rue Père Komitas","92370","Chaville","Entreprise","systèmes d'information|conseil|ingénierie","2000","Entreprise spécialisée dans le conseil, l'assistance technique et la gestion des infrastructures"
"acsel","ACSEL","6 place du colonel bourgoin",75012,"Paris","Communauté","association",1982,"L’ACSEL, l’association de l’économie numérique, est le hub français de la transformation digitale."
"acsys","Acsys","87 rue Gallieni","92100","Boulogne-Billancourt","Entreprise","industrie|SSII|conception","2006","Société de conception de cartes électroniques"
"actialuna","Actialuna","80 rue des Haies","75020","Paris","Entreprise","webdesign|édition|ebook|b2b","2009","Actialuna est une agence de design de livre numérique qui orchestre avec les éditeurs le travail des ingénieurs et des auteurs, en créant des interfaces innovantes et ergonomiques pour le livre."
"actility","actility","110 rue des Poissonniers","75899","Paris Cedex 18 France","Entreprise","smartgrid|M2M","2010","Actility est un opérateur de services Machine-to-Machine (M2M) via la plateforme ThingPark. Actility est également acteur d'ajustement et agrégateur d'effacement via Actility Energy."
"activnetworks","ActivNetworks","1 rue de Terre Neuve","91940","Les Ulis","Entreprise","optimisation","2004","ActivNetworks est le créateur des solutions BoostEdge, des équipements réseau conçus pour accélérer les temps de réponse Web en réduisant et en optimisant les flux de données."
"actlab","Actlab","9 Quai Chatelier","93450","L'Ile Saint Denis","Tiers-lieu","fablab|recyclage|architecture","2013","Laboratoire de création pour expérimenter le réemploi en architecture."
"actradice-fr","Actradice.fr","13 rue Camille Desmoulins","92130","Issy les Moulineaux","Entreprise",,"2008","Services aux entreprises de vérification, numérisation et diffusion des documents de vigilance sur plateforme partagée"
"acute-games-boostr","Acute Games - Boostr","16 rue Dubrunfaut","75012","Paris","Entreprise","Jeux vidéo","2005","Acute Games - Boostr produit Urban Rivals, jeu multi-joueurs gratuit avec plus de 800 personnages à découvrir, collectionner et faire évoluer pour combattre en direct des joueurs du monde entier."
"acvfit","acvfit","6 boulevard de l hopital Stell","92500","Rueil-Malmaison","Entreprise","community|big data|smartcity","2015","acVfit is a community of active seniors who share their life values, mobile health and big data."
"acxiom","acxiom","155 Rue Anatole France","92300","Levallois-Perret","Entreprise",,"2015","spécialiste du Big Data, améliore l'engagement client sur tous les canaux et optimise les investissements médias des annonceurs."
"acxiom-france-sas","ACXIOM FRANCE SAS","155 RUE ANATOLE FRANCE","92300","LEVALLOIS PERRET","Entreprise","B2B|big data|marketing","1975","Acxiom, dédie de la donnée client, de l’analytique et des services marketing, pour renforcer les connexions entre consommateurs et annonceurs sur l’ensemble des médias."
"ad-invaders","AD-Invaders","2 rue Danton","92120","Montrouge","Entreprise","jeux vidéo|serious games",,"AD-Invaders est à la fois une agence de conseil et un studio de jeux vidéo spécialiste du serious gaming."
"adacore","Adacore","46 rue d'Amsterdam","75009","Paris","Entreprise","opensource|ocds","1996","AdaCore est la société qui fournit des services de support technique et de conseil autour de GNAT, le compilateur Ada libre du projet GNU. AdaCore est également le principal développeur de GNAT."
"adacsys","Adacsys","7 rue de la Croix Martre","91120","Palaiseau","Entreprise","ocds","2008","ADACSYS développe et commercialise une solution complète (matérielle et logicielle) pour la vérification fonctionnelle des circuits intégrés et systèmes sur puce (SoCs)."
"adanam-technology","Adanam Technology","18 rue Pasteur","92600","Asnieres-Sur-Seine","Entreprise",,"2011","Adanam Techology propose des offres technologiques pour la compession sans perte  des flux binaires à la volée (en mode SaaS ou composants, filtres, API, applications pour mobile, applications pour les stockages, archivages, Big Data...)."
"adbuddiz","ADBUDDIZ","4 rue de Châtillon","75014","Paris","Entreprise","jeux vidéo|publicité|applications mobiles","2011","Startup qui aide les développeurs d’applications Android et iOS à monétiser leurs applications et jeux via des publicités plein écran."
"adcuities","ADCUITIES","48, Rue Meslay","75003","PARIS","Entreprise","lunettes|nativeadvertising|marketplace","2012","Suivez les dernières collections eyewear et trouvez vos lunettes grâce aux sélections de la rédaction. Connecter votre marque avec notre audience et générez du trafic en points de vente."
"addengo","Addengo","5 rue Charles Fourier","91000","Evry","Entreprise",,"2013","Addengo est une solution de micro-paiement innovante qui a pour objectif de financer du contenu virtuel sur des sites éditeurs (Mobile & Web) grâce à de la publicité vidéo qualitative. Addengo, vous ne verrez plus la publicité comme avant !"
"adebe-networks","Adebe Networks","16 rue Moreau","75012","Paris","Entreprise","applications mobiles","2000","Adebe networks développe des concepts de services d’accès à l’information via le web et le mobile et déploie son expertise dans de nombreux domaines : l’ergonomie, le design, le (e)marketing, le pricing, les business models et la valeur d’usage."
"adenis","Adenis","14 RUE CRESPIN DU GAST","75011","PARIS","Entreprise","b2b|infogérance","1999","Entreprise spécialisée dans le secteur d'activité des autres activités informatiques."
"adentis","Adentis","1 avenue de la Cristallerie","92310","Sèvres","Entreprise","systèmes d'information|conseil|ingénierie|B2B","2000","Adentis est une société spécialisée dans l'Informatique industrielle et l'électronique."
"aderhis","aderhis","5 avenue Fontenelle","92330","SCEAUX","Entreprise","B2B|conseil|gestion","1995","Aderhis est spécialisée dans le secteur d'activité du conseil pour les affaires et autres conseils de gestion."
"adex-ingenierie","Adex Ingéniérie ","13 rue Louis Pasteur","92100","Boulogne-Billancourt","Entreprise","tic |conseil|ingénierie","1999","SSII offrant des prestations d’assistance technique pour les grandes entreprises"
"adicsys","Adicsys","14 avenue du Québec","91140","Villebon-Sur-Yvette","Entreprise",,"2011","ADICSYS DESIGN est une société réalisant des prestations d’ingénierie en micro-électronique, à partir d’une solide expérience acquise dans la conception d’ASICs et FPGA complexes."
"adix","Adix","3 RUE DE L ARRIVEE","75015","Paris","Entreprise","B2B|conseil|gestion","1995","Entreprise spécialisée dans le secteur d'activité du conseil pour les affaires et autres conseils de gestion."
"adler-technologies","Adler Technologies","126, rue de Brie","94000","Creteil","Entreprise","sécurité","1998","La société développe une technologie innovante et brevetée alliant reconnaissance biométrique et télécommunication mobile sécurisée."
"adloox","Adloox","41, rue Beauregard","75002","Paris","Entreprise","B2B|marketing|adtech","2009","La société Adloox opère sur le tracking de publicité online. Son métier: vérifier et optimiser les diffusions de campagnes pour le compte des annonceurs et agences média."
"adminext","Adminext","48 avenue du Général Leclerc","75014","Paris","Entreprise","conseil|dématerialisation|b2b","2007","Adminext est un cabinet de conseil spécialisé dans la réingénierie des processus publics, le pilotage stratégique des systèmes d’information et la mise en oeuvre de solutions innovantes de dématérialisation."
"adobe-campaign-","Adobe Campaign ","18 rue roger simon barboux",94110,"Arcueil","Entreprise","edition de logiciels|relationclient",2001,"Adobe Campaign (anciennement Neolane) propose aux marketeurs une solution intuitive et automatisée pour diffuser des messages personnalisés sur les canaux marketing en ligne et hors ligne."
"adp-gsi-france","ADP GSI FRANCE","31 AVENUE JULES QUENTIN","92016","NANTERRE CEDEX","Entreprise","B2B|conseil|management","2000","Entreprise spécialisée dans le secteur d'activité du conseil pour les affaires et autres conseils de gestion."
"adserverpub","ADSERVERPUB","21 RUE DE CHATILLON","75014","PARIS","Entreprise","B2B|publicité|big data","2009","AdServerPub est une entreprise qui propose une plateforme digitale pour vous fournir des outils innovants et performants pour la diffusion des campagnes publicitaires web."
"adswizz","adswizz","27 avenue de l'Opéra","75002","Paris","Entreprise",,"2015","AdsWizz is an innovative technology provider of on-line audio and video advertising solutions with offices in the US and Europe."
"adtech","Adtech","19 rue du Général Foy","75008","Paris","Entreprise",,"1998","ADTECH innove dans le monde de l’adserving pour offrir à ses clients la technologie la plus pointue du marché. Les technologies couvrent tous les aspects de la communication digitale du Display, Mobile, Vidéo et Rich Media"
"advanced-track-and-trace","Advanced Track And Trace","99 avenue de La Châtaigneraie","92504","Rueil-Malmaison","Entreprise","sécurité","2003","De la Traçabilité sécurisée unitaire... aux preuves incontestables"
"advences","ADVENCES","52 RUE DE MALTE","75011","PARIS","Entreprise","B2B|software|infogérance","2000","Advences est un éditeur de solutions logicielles qui accompagne les Tours Opérateurs, les Agences de Voyages, les Réceptifs, les Hôteliers, les Offices de tourisme dans leur projet e-tourisme."
"adventium-technologies","ADVENTIUM TECHNOLOGIES","67 RUE SAINT JACQUES","75005","PARIS","Entreprise","formation|logiciels","2000","ADVENTIUM TECHNOLOGIES est spécialisée dans le secteur d'activité de la formation continue d'adultes."
"adventori","adventori","19 rue de Marignan","75008","Paris","Entreprise",,"2013","ADventori améliore l’efﬁcacité des dispositifs publicitaires digitaux pensés par les agences créa, média et trading desk. Il personnalise en temps-réel les messages à l’Internaute, en s’appuyant sur tous types de ﬂux de données."
"adveotec","Adveotec","6-8, rue de La CloserieZAC du Clos aux Pois - CE5270","91090","Lisses","Entreprise","télécoms","2003","Spécialiste de l'optoélectronique et de la mesure, AdvEOTec contribue à la dissémination des applications mixtes optiques et électroniques dans l’industrie."
"advestigo","Advestigo","1 rue Royale","92210","Saint Cloud","Entreprise","sécurité|empreinte",,"Advestigo propose une technologie d'empreintes numériques qui protège les contenus audio ou vidéo et permet leur distribution légale sur Internet."
"adways","Adways","2 rue de la Pépinière","75008","Paris","Entreprise","richmedia|vidéo|immersif","2010","Adways est spécialisée dans le rich média interactif et assure le développement de solutions et d’applications innovantes pour tous les supports en ayant recours à la vidéo enrichie."
"adyoulike","Adyoulike","171 Avenue Charles de Gaulle","92200","Neuilly-sur-Seine","Entreprise",,"2013","Le spécialiste du native advertising automatisé Ad you like propose une offre spécifiquement consacrée au mobile. Elle permet aux éditeurs d'intégrer simplement l'ad-server d'Ad you like sur une application ."
"aerocontact","AEROCONTACT","47 RUE DE L ARBRE SEC","75001","paris","Entreprise","aéronautique|conseil|management","2000","Elle est spécialisée dans le secteur d'activité du conseil pour les affaires et autres conseils de gestion."
"aerys","Aerys","15 rue Jean-Baptiste Berlier","75013","Paris","Entreprise","3d|objets connectés","2010","Aerys propose Minko, une technologie permettant de réaliser des applications 3D sur le web et sur mobiles, et Orbit, une technologie pour l’internet des objets."
"aesma","Aesma","37 rue des Mathurins","75008","Paris","Entreprise",,"2009","Société dédiée au management des risques géo-économiques et géo-sécuritaires"
"af83","af83","15 rue Poissonnière","75002","Paris","Entreprise","agence|innovation|b2b","2006","af83 est une agence spécialisée en conception d’expérience, technologie et communication, qui accompagne ses clients dans la transformation de leur activité sur le digital pour offrir des services innovants à leurs utilisateurs."
"afci-newsoft","AFCI Newsoft","12 rue de Vincennes","93100","Montreuil","École","développeur|webdesign|web","1989","AFCI Newsoft est un centre de formation qui propose dans son catalogue de nombreuses formations diplômantes autour d'internet, du web et du multimédia."
"affini-tech","Affini-Tech","11 avenue Henri IV","92190","Meudon","Entreprise","opensource","2012","Affini-TECH est une société de conseil et de service focalisée sur les technologies de traitement de l’information liée à la problématique BigData. Nous intervenons tant sur les problématiques d’usages, que d’infrastructure.\\n"
"affordance","Affordance","20 rue de la fontaine du but","75018","Paris","Entreprise","sécurité","2008","Agence de conseil en ergonomie et design vous apporte son expertise au travers d'une démarche de conception innovante basée sur l'étude du comportement de vos utilisateur et la créativité au service des usages de vos produits.\\n"
"afnic","AFNIC","1 RUE STEPHENSON","78180","MONTIGNY LE BRETONNEUX","Entreprise","éditeur de logiciels|domaines internet|gestion","1901","L'AFNIC est le gestionnaire du registre de noms de domaine pour les zones géographiques. Egalement, elle exploite et maintient l'infrastructure technique de gestion des noms de domaine et contribue au développement d'un Internet sûr et stable."
"afrimarket","Afrimarket","3 Rue de Paradis",75010,"Paris","Entreprise","Afrique|Mobilebanking",2013,"Afrimarket permet, à la diaspora africaine notamment, d'envoyer de l'argent en ""cash to goods"" : les sommes d'argent sont converties en bons d'achat pour se procurer de la nourriture ou des médicaments dans quatre pays partenaires."
"agence-adequat","Agence Adéquat","18 rue cler",75007,"Paris","Entreprise","communication|graphisme|conseil|culture",2013,"Agence de communication et de design spécialisée dans l'accès à l'information pour tous : personnes en situation de handicap, famille, senior, personnes de langue étrangère..."
"agence-du-numerique-","Agence du numérique ","139 rue de Bercy",75012,"Paris","Acteur public","#THD|#Usages|#French Tech",2015,"Cette agence se veut le levier de l’action du Gouvernement en faveur de la diffusion du numérique dans les territoires."
"agence-francaise-informatique","Agence Française Informatique","4 rue de la Couture","77260","Sammeron","Entreprise","conseil|informatique|collectivités|b2b","1981","L'AFI est une société de conseil spécialiste de l'informatique et des métiers des collectivités territoriales."
"agence-propal","Agence Propal","57 boulevard Barbès","75018","Paris","Entreprise","développement|drupal|b2b",,"L'Agence Propal est une agence digitale spécialiste de Drupal qui offre développement, conseil et expertise."
"agfa-healthcare-france","AGFA HEALTHCARE FRANCE","45-47 boulevard Paul Vaillant-Couturier","94853","IVRY SUR SEINE CEDEX","Entreprise","santé|informatique|diagnostic","1998","Agfa HealthCare fournit aux hôpitaux et autres centres médicaux des systèmes de la technologie pour le traitement et la gestion des images de diagnostic ainsi que des solutions informatiques."
"agilab","Agilab","24 rue de l'Est","75020","Paris","Entreprise","applications mobiles","2010","AgiLab offre une nouvelle génération d’applications web LIMS (Laboratory Information Management System) et ELN (Electronic Laboratory Notebook) pour la gestion de l’information dans les laboratoires de recherche, développement et contrôle qualité."
"agora-plus","Agora plus","15 rue Jean-Baptiste Berlier","75013","Paris","Entreprise","logiciels|collectivités","2005","Agora Plus est un éditeur de logiciels qui propose des solutions full web aux collectivités locales."
"agorabox","Agorabox","5 rue Eupatoria","75020","Paris","Entreprise","opensource|stockage","2008","Agorabox développe un logiciel libre permettant d'emmener partout son bureau numérique avec ses applications et ses fichiers, le tout sur une clé USB de 8GB."
"agoralogie","Agoralogie","6  rue de Candie","75011","Paris","Entreprise","sémantique",,"Agoralogie est spécialisée dans la gestion de projets de travail collaboratif pour le web sémantique et l'étude des mesures de la qualité du travail, pour des résultats exploités scientifiquement."
"agoranov","Agoranov","96 boulevard Raspail","75006","Paris","Incubateur","coaching|hébergement|accompagnement|incubateur","2000","Agoranov est un incubateur public d'entreprises innovantes fondé par les Universités Pierre et Marie Curie et Dauphine, l’Ecole Normale Supérieure, ParisTech et l’INRIA."
"agorize","Agorize","5 rue des Suisses","75014","Paris","Entreprise","rh|openinnovation","2011","Agorize, éditée par Studyka, est une plateforme SaaS dédiée à l’animation de communauté dans le but d’identifier les personnes les plus qualifiées et de les associer à la définition de la stratégie de l’organisation et à ses processus d’innovation."
"agyla","AGYLA","89 rue Bobillot","75013","Paris","Entreprise","B2B|management|cloud","2014","AGYLA est spécialisée en des activités informatiques et accompagne aux entreprises dans la modernisation de IT, adoption du cloud interne et externe, management de projets et de programmes, expertise des technologies d’infrastructures."
"agylis","Agylis","9  rue Henri Martin","92100","Boulogne-Billancourt","Entreprise","systèmes d'information|conseil|ingénierie","2006","Société spécialisée dans le conseil, l'intégration et l'infogérance de systèmes d’information"
"ahead-solutions","AHEAD SOLUTIONS","16 rue guillaume tell","75017","paris","Entreprise","Mobile|Marketing|applications mobiles","2010","Éditeur d'applications et solutions mobiles, agence de publicité sur mobile"
"ai3","AI3","4 rue Danjou","92100","Boulogne-Billancourt ","Entreprise","systèmes d'information|conseil|ingénierie","1999","Entreprise spécialisée dans les solutions innovantes sur les technologies de MicrosofT"
"air-liquide","Air Liquide","1 Chemin de La Porte des Loges","78354","Les-Loges-En-Josas","Entreprise","énergie","1905","Air Liquide est leader mondial des gaz pour l'industrie, la santé et l'environnement, présent dans 80 pays avec 43600 collaborateurs."
"airbnb","Airbnb","3 rue de Montyon","75009","Paris","Entreprise","marketplace|tourisme|logement","2008","Airbnb est une plateforme communautaire de location de logements entre particuliers."
"airbus-prosky","AIRBUS PROSKY","1BOULEVARD JEAN MOULIN","78990","ELANCOURT","Entreprise","aéronautique|ssii","2011","Entreprise spécialisée dans le secteur d'activité de l'ingénierie, études techniques."
"akamedia","Akamedia","2 villa Thoréton","75015","Paris","Entreprise","audiovisuel","2003","Akamedia propose des services de production de contenus audiovisuels et des solutions de distribution pour tous les écrans."
"akare","Akare","66 avenue de Champs Elysées","75008","Paris","Entreprise","applications mobiles","2007","Akare est un éditeur de logiciels de gestion et d'applications collaboratives en ligne."
"akka-venture","Akka Venture","25","rue de ponthieu","75008 Paris","Entreprise","B2B","2006","Levée de fonds, fusion acquisition"
"alain-rodermann","Alain Rodermann-Arenatis Capital Partners","27 avenue du Château","91760","Itteville","Investisseur","capital risque","2009",
