official,office,fonction,direction,date,lobby,lobby_id,subject,location,canceled,source
Jean-Luc Demarty,Trade,Director-General,Trade,2015-02-25,Verband Deutscher Maschinen- und Anlagenbau e.V. (VDMA),9765362691-45,Ongoing Trade Negotiations,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=5f4689e0-014c-4bec-8125-f9e6d3592c86&d-6679426-p=3
Jean-Luc Demarty,Trade,Director-General,Trade,2015-02-25,Verband der Automobilindustrie (VDA),95574664768-90,Ongoing Trade negotiations,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=5f4689e0-014c-4bec-8125-f9e6d3592c86&d-6679426-p=3
Jean-Luc Demarty,Trade,Director-General,Trade,2015-02-19,"United Airlines, Inc.",371838712280-15,Competition in the world air transport market,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=5f4689e0-014c-4bec-8125-f9e6d3592c86&d-6679426-p=3
Jean-Luc Demarty,Trade,Director-General,Trade,2015-01-26,Eric Besson Consulting (EBC),463544915728-13,Energy sector in TTIP negotiations,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=5f4689e0-014c-4bec-8125-f9e6d3592c86&d-6679426-p=3
Jean-Luc Demarty,Trade,Director-General,Trade,2015-01-16,WACKER CHEMIE AG (WACKER),036915715533-64,Status Update on Price Undertaking Agreement with MOFCOM on Polysilicon,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=5f4689e0-014c-4bec-8125-f9e6d3592c86&d-6679426-p=3
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-11-19,International Organization for Migration (IOM),14074813668-09,relation IOM/Devco; mise au point suite au Sommet à Vallette le 11-12/11; perspective plour l'inclusion de IOM dans la famille des NU,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-10-19,Institut de Recherche pour le Développement (IRD),325755217346-62,"Présentation des nouvelles orientations stratégiques d'IRD, axées sur l'Agenda 2030, et l'exploration des possibilités d'une collaboration renforcée avec DEVCO","Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-09-07,International Union for Conservation of Nature EU Representative Office (IUCN EURO),03518238467-61,"Coopération entre DEVCO et les pays en développement, notamment q° sur la biodiversité","Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-09-03,Council of European Energy Regulators (CEER),65470797015-89,Energy Regulatory Framework in Africa,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-07-24,Ordem dos Psicólogos Portugueses (OPP),817496917436-92,Meeting with Mr Telmo Mournho Baptista - introduction of the association to DG DEVCO in the context of international cooperation and development and possible future collaboration,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-06-15,PRAGMATA SRL (PRAGMATA INSTITUTE),547986912021-05,Cooperation with Ethiopia,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-06-11,Association of Mediterranean Energy Regulators (MEDREG),62061235423-62,Réunion avec M. Alexanders Santos - La régulation dans les PVD et l'appui que les régulateurs européens peuvent y apporter,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-06-02,ONE,26098317349-65,Financing for Development (Meeting with Eloise Todd),"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-06-01,KfW Bankengruppe (KfW),79019799690-13,State of play of cooperation between KfW and DEVCO (official visit to KfW headquarters),KfW premises; Frankfurt am Main; Germany,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-06-01,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH (GIZ),78346836208-90,State of play of cooperation between GIZ and DEVCO (official visit to GIZ headquarters),"GIZ premises, Frankfurt am Main, Germany",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-05-29,Save the Children International,11610562644-55,"Agenda post-2015 (Meeting with Justin Forsyth, CEO of Save the Children UK)","Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-05-28,Appui au Développement Intégral et la Solidarité sur les Collines (ADISCO),715779017469-49,Award of King Baudouin Prize; Development Assistance; Crisis in Burundi (Meeting with Deogratias Niyonkuru - ADISCO cofounder secretary general),"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-05-20,Women In Parliaments Global Forum (WIP),419508817229-68,Current and possible future potential co-operation,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-05-13,Council of European Energy Regulators (CEER),65470797015-89,Possibilities of future cooperation between CEER and DEVCO; possibilities regarding support and cooperation in the context of capacity building and support to energy markets and regulatory authorities; Framework Strategy for a Resilient Energy Union (Meeting witjh Lord Mogg - President of CEER),"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-04-16,KfW Bankengruppe (KfW),79019799690-13,"New template for EU delegation agreements - PAGODA; Financing for Development (Meeting with Stephan Opitz, Director General of KfW Development Bank responsible for Policies and Latin-America)","Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-03-23,Centre for Fine Arts (BOZAR),981651218089-69,Réunion avec Paul Dujarding sur les possibilités de la coopération entre BOZAR et DEVCO,"Belgium, Brussels",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-03-04,CIP - Confederação Empresarial de Portugal (CIP),022255314501-32,Nouvelles orientations de la politique du développement de la Commission,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-02-18,Shell Companies (Shell),05032108616-26,Overview of EU development priorities in West Africa and Nigeria in particular; West Africa-EU Economic Partnership Agreement; EU blending facilities; Instability in the Niger Delta region; possibilities of collaboration between Shell and EU.,"Belgium, Brussels",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-02-03,CONCORD Europe,34478709670-34,"Modalités de coopération entre DEVCO et les organismes de la société civile, notamment les ONG","Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-02-03,Wildlife Conservation Society (WCS),10132247681-61,Programmes de biodiversité et de défense de wildlife dans les pays du développement,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=2
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-02-02,Comité de liaison Europe ACP (COLEACP),495664015506-02,L'avenir de la coopération entre DEVCO et COLEACP dans le contexte d'appui au développement du secteur privé et du commerce entre les ACP et l'UE,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=3
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-01-27,International Rescue Committee Inc (IRC),66790095679-26,Coopération entre DEVCO et IRC en faveur des réfugiés,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=3
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-01-23,World Resources Institute (WRI),581250215524-23,Development and Climate Change,L-41; 12/12,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=3
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-01-07,AdP Internacional,291670415157-05,Priorités de la politique européenne du développement pour les 5 années à venir; Communication sur le secteur privé; Facilités d'investissements; Blending,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=3
Fernando Frutuoso De Melo,Development,Director-General,International Cooperation and Development,2015-01-07,ELO - Associação Portuguesa para o Desenvolvimento Económico e a Cooperação,109837415047-11,Priorités de la politique européenne du développement pour les 5 années à venir; Communication sur le secteur privé; Facilités d'investissements; Blending,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=19bd5d17-a3ef-4a2b-899c-28126a38b0c2&d-6679426-p=3
Jos Delbeke,Climate & Energy,Director-General,Climate Action,2015-10-15,Verband Deutscher Reeder (VDR),74850577610-03,C02 emissions in maritime transport + COP21,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=d41e42be-7ff1-4635-bb4f-e47d38f886ed
