status,unregistered,guest,title,participants,cabinet,guestid,host,date,id,guest_contact_country,guest_code,guest_name,guest_cost_min,guest_main_category,guest_acronym,guest_accredited,guest_cost_max,guest_fte,guest_cost_absolute,guest_id,guest_sub_category
registered,,,Capital market issues,1,Cabinet members of Commissioner Cecilia Malmström,e3a454f0aa7a4cc48fcea4c02c786bd1,Jon Nyman,2014-12-08T00:00:00,f2688c4104ff44ec40af2681c1d80ffa,214,573007514406-21,YDRENAS COMMUNICATIONS AB,,1,YCAB,1,9999,0.75,,e3a454f0aa7a4cc48fcea4c02c786bd1,11
registered,,,TTIP,1,Cabinet members of Commissioner Cecilia Malmström,c19c0947ed9248ac9355de297368ba38,Joakim Larsson Christian Burgsmueller,2014-12-08T00:00:00,e1204c4a606b2b799929033e3ff962b0,233,534385811072-96,Transatlantic Consumer Dialogue,50000,3,TACD,2,99999,3.25,,c19c0947ed9248ac9355de297368ba38,31
registered,,,Promoting Fair Trade,1,Cabinet members of Commissioner Cecilia Malmström,c7cf679aff2949ccb1d7b6046ecf333a,Cécile Billaux,2014-12-04T00:00:00,6be0bb74cd59763682bef7752fe59bb7,21,20744335040-66,Fair Trade Advocacy Office,300000,3,FTAO,6,399999,3.5,,c7cf679aff2949ccb1d7b6046ecf333a,31
registered,,,TTIP; expectations from the German economy,2,Cabinet members of Commissioner Cecilia Malmström,1697453d55314bb3b62f74187f1a1c48,Christian Burgsmueller,2014-12-03T00:00:00,00b1ac203db15d71dc21cb05aaa368a9,82,1771817758-48,Bundesverband der Deutschen Industrie e.V.,2500000,2,BDI,8,2999999,28.75,,1697453d55314bb3b62f74187f1a1c48,25
registered,,,TTIP; expectations from the German economy,2,Cabinet members of Commissioner Cecilia Malmström,31be06ac4494410ea8f368effb5450ef,Christian Burgsmueller,2014-12-03T00:00:00,00b1ac203db15d71dc21cb05aaa368a9,82,7749519702-29,Bundesvereinigung der Deutschen Arbeitgeberverbände e.V.,1000000,2,BDA,5,1249999,14,,31be06ac4494410ea8f368effb5450ef,25
registered,,,Financial Services in TTIP,1,Cabinet members of Commissioner Cecilia Malmström,d6aa608ec5ab49e782ae6fbc3fe09b5e,Maria Asenius Jon Nyman,2014-12-02T00:00:00,a7a156c01ad7805e564d057606e80609,234,00353757573-57,Citigroup Inc.,1000000,2,Citi,8,1249999,1.25,,d6aa608ec5ab49e782ae6fbc3fe09b5e,21
registered,,,TTIP,1,Cabinet members of Commissioner Cecilia Malmström,41723cdabaf3462382329fe6c03c6391,Maria Asenius,2014-12-02T00:00:00,7133fd521bd09164e09f7e06720dd53b,214,39912257528-48,Confederation of Swedish Enterprise,500000,2,,2,599999,4.5,,41723cdabaf3462382329fe6c03c6391,25
registered,,,EPA with SADC,1,Cabinet members of Commissioner Cecilia Malmström,882ea00903244b76946bc3d0cbeb73cb,Cécile Billaux,2014-12-01T00:00:00,87c24ef0c2d7ac64cd38e6bc2e7c13bc,205,801843715024-84,South African Sugar Association,,2,SASA,,9999,0.75,,882ea00903244b76946bc3d0cbeb73cb,25
registered,,,Present the PFD and to bring attention the important role the Group plays in the dialogue with EU institutions on EU development policy issues,1,,cbc1087066ab43d7bf212aa4de28d200,Commissioner Neven Mimica,2015-02-16T00:00:00,24d5fb6e19cf0dfc666125fcef519610,21,16999985032-07,Cooperatives Europe,100000,2,,,199999,2,,cbc1087066ab43d7bf212aa4de28d200,25
registered,,,Migration policy to discuss general matters regarding the new migration policy of the European Commission,1,,17e8980cd66144c5a73ff6650989859b,Commissioner Neven Mimica,2015-02-09T00:00:00,6fdf939d27616fe0372d84df72813100,21,14074813668-09,International Organization for Migration,200000,6,IOM,2,299999,38.5,,17e8980cd66144c5a73ff6650989859b,66
registered,,,Discuss private sector engagement for sustainable development,1,,ee1414069e8f4da9bc76bdcda4e007eb,Commissioner Neven Mimica,2015-02-04T00:00:00,9b96be1fa2c7168eb746ad5e99e275d1,108,99578067285-35,Eni S.p.A.,500000,2,,6,599999,3,,ee1414069e8f4da9bc76bdcda4e007eb,21
registered,,,Process to reach a World NGO Day,1,Cabinet members of Commissioner Neven Mimica,7ef1f62e712c47718bd574f41cee88cf,Nils Behrndt,2015-04-16T00:00:00,1f414f3abfc32b82bb8f209a7a3347f3,233,971471716348-16,World NGO Day Initiative's Secretariat,,3,World NGO Day,,,1.5,0,7ef1f62e712c47718bd574f41cee88cf,31
registered,,,Presentation of the Groupe Egalis and exchange of views with regard to future collaboration,1,Cabinet members of Commissioner Neven Mimica,09c6bf54206c43cea084b670cb4e2f5b,Irena Andrassy,2015-04-15T00:00:00,748a81785a9d3046f43ad11950c4b034,75,758300816447-45,"Egaé, d'égal à égale",,1,,,9999,0.25,,09c6bf54206c43cea084b670cb4e2f5b,11
registered,,,Discussion on ActionAid's new report on a land grab in Tanzania,1,Cabinet members of Commissioner Neven Mimica,0536725fb38a4cfc95d7bead3d0a03f5,Ivan Prusina,2015-03-31T00:00:00,baa14265ae38353ab15cec9196a18d55,21,85103504511-82,ActionAid,,3,AAI,1,9999,1.25,,0536725fb38a4cfc95d7bead3d0a03f5,31
registered,,,"Exploring the potential partnership with the European Commission in investing in and training global women leaders, particularly in the implementation of the post-2015 development goals.",1,Cabinet members of Commissioner Neven Mimica,9c4f7980f7064c3dba5e489e6bb3d189,Irena Andrassy,2015-03-16T00:00:00,8684962e232bb07e62b8c3a6a8a44472,234,625585016155-48,Vital Voices Global Partnership Inc,,3,Vital Voices,,,0.25,0,9c4f7980f7064c3dba5e489e6bb3d189,31
registered,,,Presentation of Teach for All activities in development countries.,1,Cabinet members of Commissioner Neven Mimica,da8baaf4907c4b6dad541cd2e48e1bde,Paolo Berizzi,2015-03-06T00:00:00,db40f9070194cb8e526473b3d1508677,233,083011316101-10,Teach For All,10000000,3,TFALL,,,4,,da8baaf4907c4b6dad541cd2e48e1bde,31
registered,,,Issues related to ageing population in development countries.,1,Cabinet members of Commissioner Neven Mimica,88c14688de0c407e94b643adbbe40d0e,Paolo Berizzi,2015-03-05T00:00:00,bac542390cff45cfd73985031935443f,233,57961239290-58,HelpAge International,,3,HelpAge,1,9999,1,,88c14688de0c407e94b643adbbe40d0e,31
registered,,,Presentation of Commissioner Mimica's priorities.,1,Cabinet members of Commissioner Neven Mimica,bbc41fabbf37468eb71cd06ea5ecd3d3,Paolo Berizzi,2015-03-03T00:00:00,eee4b537b85935afa02688ff8e716db1,21,34478709670-34,CONCORD Europe,,3,,5,9999,2.5,,bbc41fabbf37468eb71cd06ea5ecd3d3,31
registered,,,"EU development cooperation financing structure and the ending of the institutionalisation of children by transforming education, health and social care systems",1,Cabinet members of Commissioner Neven Mimica,8cdcadcdbc9642f7906720e34ca23469,Irena Andrassy,2015-02-19T00:00:00,c0b180acae1bb75c1968f7f8bab7dbf5,233,849607914394-57,Lumos Foundation,,3,Lumos,,9999,2.75,,8cdcadcdbc9642f7906720e34ca23469,31
registered,,,Relations between animal welfare and development policy,1,Cabinet members of Commissioner Neven Mimica,f067731cd03643128808df4d0d3e64dd,Paolo Berizzi,2015-02-11T00:00:00,ab6f9e6bce1b1c9e240f20cbbbffde48,21,6809935493-49,Eurogroup for Animals,100000,3,,6,199999,2.75,,f067731cd03643128808df4d0d3e64dd,31
registered,,,Presentation of draft study on Ebola and health systems,1,Cabinet members of Commissioner Neven Mimica,00156a0b93a74765b58aeb1ddc27fcad,Paolo Berizzi,2015-02-02T00:00:00,5188e2fff69ec1df2d933a9d46cfe23b,21,11610562644-55,Save the Children International,200000,3,,2,299999,5.75,,00156a0b93a74765b58aeb1ddc27fcad,31
registered,,,EU support to sexual and reproductive health and rights,1,Cabinet members of Commissioner Neven Mimica,9ae2429d73764bc4ae77ff2d51ae2642,Nils Behrndt,2015-01-29T00:00:00,ab78a9a1437278be4789362f57b7f6aa,233,03815388736-70,Marie Stopes International,,3,MSI,2,9999,1,,9ae2429d73764bc4ae77ff2d51ae2642,31
registered,,,EU support to sexual and reproductive health and rights,1,Cabinet members of Commissioner Neven Mimica,348ca2cac7bf4e4ead066b3ab9bc1eb5,Nils Behrndt,2015-01-29T00:00:00,2b6d8c7b29c9b4439af686d13d630bcc,21,49806329193-46,International Planned Parenthood Federation European Network,,3,IPPF EN,3,9999,3.75,,348ca2cac7bf4e4ead066b3ab9bc1eb5,31
registered,,,EU support to sexual and reproductive health and rights,1,Cabinet members of Commissioner Neven Mimica,e808b0d8c5c34cc590599acea2a97d9e,Nils Behrndt,2015-01-29T00:00:00,89f88cccfab24de25911a36aad2b1c40,21,96700978173-62,European Parliamentary Forum on Population and Development,,3,EPF,4,9999,1.75,,e808b0d8c5c34cc590599acea2a97d9e,31
registered,,,EU support to sexual and reproductive health and rights,1,Cabinet members of Commissioner Neven Mimica,c2016a7a63ee428a9ca78bb813b9006b,Nils Behrndt,2015-01-29T00:00:00,ab90110ac6de72263c7f06279d0739b1,82,32018754890-28,DSW (Deutsche Stiftung Weltbevoelkerung),500000,3,DSW,7,599999,6.25,,c2016a7a63ee428a9ca78bb813b9006b,31
registered,,,EU support to sexual and reproductive health and rights,1,Cabinet members of Commissioner Neven Mimica,3c5a89459cbc4ad98e6241ec3096b9a4,Nils Behrndt,2015-01-29T00:00:00,e92505a9949d949dcebedc4589768f6a,21,44501927493-61,Stop AIDS Alliance,200000,3,SAA,,299999,1.5,,3c5a89459cbc4ad98e6241ec3096b9a4,31
registered,,,Development projects in Africa,1,Cabinet members of Commissioner Neven Mimica,50517d5fe13e408dbc1c5a7876e2d7d1,Nils Behrndt,2015-01-29T00:00:00,58fb202eddf3f0e9430db145992f9e66,75,495664015506-02,Comité de liaison Europe ACP,,2,COLEACP,,,0.5,10000000,50517d5fe13e408dbc1c5a7876e2d7d1,25
registered,,,TTIP - CETA - green goods,1,Cabinet members of Commissioner Cecilia Malmström,a6c703d41db0454a8e6842d7710be777,Maria Asenius Jon Nyman,2014-12-04T00:00:00,a76d902851456ace0fdf4b7bafb76d3a,21,64879142323-90,European Chemical Industry Council,,2,Cefic,24,,45.25,10100000,a6c703d41db0454a8e6842d7710be777,25
registered,,,EFPIA engagement in developing countries,1,Cabinet members of Commissioner Neven Mimica,50bb08ec82d5493f9a276b3b3cfc6dde,Nils Behrndt,2015-01-23T00:00:00,44e51e8d49fbc278b7b8ae35f305bf7a,215,38526121292-88,European Federation of Pharmaceutical Industries and Associations,,2,,6,,14.75,5071000,50bb08ec82d5493f9a276b3b3cfc6dde,25
registered,,,Priorities in the area of international cooperation and development,1,Cabinet members of Commissioner Neven Mimica,1a5f781c0bae4abaa84e3126489580c7,Paolo Berizzi,2015-01-08T00:00:00,c59a571dedecfd02ccb79e9497b13132,108,27762251795-15,Confederazione Generale dell'Industria Italiana,900000,2,Confindustria,12,999999,8.5,,1a5f781c0bae4abaa84e3126489580c7,25
registered,,,Presentation of GPEI: state of play of polio eradication in the world; perspectives,1,Cabinet members of Commissioner Neven Mimica,48d62ec99e22422fbf52b0fd1d7909a7,Paolo Berizzi,2014-12-12T00:00:00,b1d4036e37a34301b236889492e821b9,234,512870513007-47,ROTARY INTERNATIONAL,100000,3,R.I.,,199999,2.25,,48d62ec99e22422fbf52b0fd1d7909a7,31
registered,,,Presentation of ADB activities and of work with the European Commission,1,Cabinet members of Commissioner Neven Mimica,e365cf8389064f84912774b042d3162c,Paolo Berizzi,2014-12-12T00:00:00,16e4711251fe8298eb58c6f0ec0a4994,21,42484704423-92,EU Strategy,10000,1,,1,24999,1,,e365cf8389064f84912774b042d3162c,11
registered,,,Launch of 2015 campaign on Youth and poverty,1,Cabinet members of Commissioner Neven Mimica,878e394083f342588f01610bc01f038b,Nils Behrndt,2014-12-04T00:00:00,bfdd428a103c6349e730659faa636505,21,26098317349-65,ONE,500000,3,,14,599999,10,,878e394083f342588f01610bc01f038b,31
registered,,,"Issues pertaining to EU’s development policy, in particular the post-2015 development framework",1,Cabinet members of Commissioner Neven Mimica,3c82e55d53e344f59ac5a553197bb4f7,Nils Behrndt,2014-12-02T00:00:00,a96b7ec3e5f0a1b8171cfbd318e102df,215,7574443768-34,Tetra Pak International,200000,2,,4,299999,1.5,,3c82e55d53e344f59ac5a553197bb4f7,21
registered,,,Decabornisation of Road Transport,1,,9fa785f89aab455cbfc7833ca4931713,Commissioner Miguel Arias Cañete,2015-04-09T00:00:00,fc88139ff4808ed6bc9027c9d8e9fb31,82,7193977808-18,Bayerische Motoren Werke Aktiengesellschaft,1250000,2,BMW Group,4,1499999,5.25,,9fa785f89aab455cbfc7833ca4931713,21
registered,,,Decabornisation of Road Transport,1,,9a9595827adf4ab5b0e19b4041bf2aa6,Commissioner Miguel Arias Cañete,2015-04-09T00:00:00,ec4e43e205cae950007b0e47f2e8d43e,214,51773601133-57,Volvo AB,300000,2,Volvo,2,399999,2,,9a9595827adf4ab5b0e19b4041bf2aa6,21
registered,,,Decabornisaton of Road Transport,1,,7b474b6823fb4aa1b5ce8a83e6d04c8c,Commissioner Miguel Arias Cañete,2015-04-09T00:00:00,9b879a9ff2152311d7d0d0f428c6c4e1,21,5378003762-62,TOYOTA MOTOR EUROPE,400000,2,,5,499999,1.25,,7b474b6823fb4aa1b5ce8a83e6d04c8c,21
registered,,,Decabornsation of Road Transport,1,,0dd4cb5b405244ec8a14818b14730fce,Commissioner Miguel Arias Cañete,2015-04-09T00:00:00,74438a972eda508330f44c6d6c2c236d,82,2349218828-41,Daimler Aktiengesellschaft,,2,DAI,5,,8.25,2500000,0dd4cb5b405244ec8a14818b14730fce,21
registered,,,Decabornisation of Road Transport,1,,acc079c565874f29843af880139e52d0,Commissioner Miguel Arias Cañete,2015-04-09T00:00:00,a98f397693fd38ef27d740929c86ab83,21,67224683333-27,Hyundai Motor Company Brussels Office,600000,2,HMCBO,5,699999,2,,acc079c565874f29843af880139e52d0,21
registered,,,Decabornisation of Road Transport,1,,69622cdee6034b4fb80594ff8c9c9d7e,Commissioner Miguel Arias Cañete,2015-04-09T00:00:00,157e8fea6992d6e91c7a6bc7e57b9c3e,155,604742116836-08,DAF Trucks N.V.,50000,2,DAF,,99999,0.5,,69622cdee6034b4fb80594ff8c9c9d7e,21
registered,,,Southern Gas Corridor,1,,a5ecd80055c947dcb97d4d641a14d2f2,Commissioner Miguel Arias Cañete,2015-03-24T00:00:00,0eda724f6d0a22118cd67af28ed6f6a1,233,3394026642-58,BP p.l.c.,2500000,2,BP,4,2999999,3.75,,a5ecd80055c947dcb97d4d641a14d2f2,21
registered,,,Ship Sector in the EU,1,,b71ffc17ace943149ff9c3b3f0ab472e,Commissioner Miguel Arias Cañete,2015-03-23T00:00:00,cb8c427963bf6dcde97ea8b55069776a,209,080354916486-85,"Pequeños y Medianos Astilleros, Sociedad de Reconversión, Sociedad Anónima",,2,PYMAR,,9999,0.25,,b71ffc17ace943149ff9c3b3f0ab472e,25
registered,,,Energy Union (Security supply),1,,a5ecd80055c947dcb97d4d641a14d2f2,Commissioner Miguel Arias Cañete,2015-03-20T00:00:00,0f30540737078c8a180b5e7537177b1e,233,3394026642-58,BP p.l.c.,2500000,2,BP,4,2999999,3.75,,a5ecd80055c947dcb97d4d641a14d2f2,21
registered,,,Energy Union (Security of supply),1,,68f1016f913e437eb21a394b3b41cfab,Commissioner Miguel Arias Cañete,2015-03-18T00:00:00,9a0342aa037114b8539a5a023d0b0e5e,21,0745650927-75,ExxonMobil Petroleum & Chemical,4500000,2,EMPC,5,4999999,8,,68f1016f913e437eb21a394b3b41cfab,21
registered,,,: indirect land-use change of food-crop based biofuels & inclusion of land-use in the EU's emission reduction target for 2030,2,,933d6de945074bc7b99e6aa3f0928f9b,Commissioner Miguel Arias Cañete,2015-03-17T00:00:00,9e0bdbd0a8420387cb40d43216bfd190,21,09586631237-74,European agri-cooperatives,1000000,2,COGECA,8,1249999,18,,933d6de945074bc7b99e6aa3f0928f9b,25
registered,,,: indirect land-use change of food-crop based biofuels & inclusion of land-use in the EU's emission reduction target for 2030,2,,decb208d03c14e109305afeabe135fdf,Commissioner Miguel Arias Cañete,2015-03-17T00:00:00,9e0bdbd0a8420387cb40d43216bfd190,21,44856881231-49,European Farmers,1500000,2,COPA,9,1999999,18,,decb208d03c14e109305afeabe135fdf,25
registered,,,Trans Adriatic Pipeline Project,1,,cb973ce5d4b44e5b9a92ab7964e8f589,Commissioner Miguel Arias Cañete,2015-03-16T00:00:00,71ffc9fcfdb17609de6798cb38d2f279,215,570335813082-79,Trans Adriatic Pipeline,200000,2,TAP,3,299999,1,,cb973ce5d4b44e5b9a92ab7964e8f589,21
registered,,,Energy efficiency,1,,db118c74f9a84b6badf176079d96208c,Commissioner Miguel Arias Cañete,2015-03-16T00:00:00,6455ebbfe33c6a95e934bb90c9a8cdf8,209,865990316193-16,UNION DE PETROLEROS INDEPENDIENTES,,2,UPI,,,1.75,100000,db118c74f9a84b6badf176079d96208c,25
registered,,,Decarbonisation and ETS,1,,054834e11a09431385c73a6399e72c95,Commissioner Miguel Arias Cañete,2015-03-02T00:00:00,ac7d937a10352ea6597c0a02356a0906,21,80788715017-29,Fertilizers Europe,,2,,6,,1.5,354400,054834e11a09431385c73a6399e72c95,25
registered,,,Energy Union,1,,e1a574bcd9f7461e8fdb2dfbee184db1,Commissioner Miguel Arias Cañete,2015-02-27T00:00:00,1c311ce2f4342ea8c59de9ae45f6c06b,209,473235716272-48,COMPAÑIA ESPAÑOLA DE PETROLEOS SAU,,2,CEPSA,,,1.25,1248000,e1a574bcd9f7461e8fdb2dfbee184db1,21
registered,,,"Competitiviness, Energy Union and ETS review",1,,41216412f5a74cdea6952b66a7b9bc4d,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,8cba2c9218673d4520b5f03a6e9e064a,21,74505036439-88,GLASS ALLIANCE EUROPE AISBL,,2,GAE,,,7,50000,41216412f5a74cdea6952b66a7b9bc4d,25
registered,,,"Competitiviness, Energy Union and ETS review",1,,673517998d4a46379072bd11af7cc64f,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,746ef325ad2b4b1d983c4fbbad81df6f,21,72279144480-58,Confederation of European Paper Industries,400000,2,CEPI,4,499999,2.5,,673517998d4a46379072bd11af7cc64f,25
registered,,,"Competitiviness, Energy Union and ETS review",1,,2a2a1cc8ed5242ffb1d070d5bddff01f,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,a571d86ddb147b3c33e2a40a040ba4e6,21,61650796093-48,Eurometaux,1250000,2,,4,1499999,12.75,,2a2a1cc8ed5242ffb1d070d5bddff01f,25
registered,,,"Competitiviness, Energy Union and ETS review",1,,0bdda7dfb5fb48a7aff39e9167f053b9,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,71f9788b5eb0529ef70f79dc8f3c3dfe,21,93987316076-63,CEMBUREAU - The European Cement Association,400000,2,CEMBUREAU,4,499999,4,,0bdda7dfb5fb48a7aff39e9167f053b9,25
registered,,,"Competitiviness, Energy Union and ETS review",1,,d2f4439fdbcc48a8af5440d97eb97be2,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,187536e0f1ed87ee75ef09857bfad38a,21,79465004946-12,Cerame-Unie,400000,2,,4,499999,4.5,,d2f4439fdbcc48a8af5440d97eb97be2,25
registered,,,Introductory Meeting,1,,ea922a2647b545f7ad899696035f678d,Commissioner Jonathan Hill,2015-04-15T00:00:00,99dd5f79f30db7f8d73bdb3b6c967fae,215,880304716184-26,Schweizerische Bankiervereinigung,300000,2,SBVg,,399999,1.25,,ea922a2647b545f7ad899696035f678d,25
registered,,,"Competitiviness, Energy Union and ETS review",1,,b6cae9d3adff42da854f685554551ddf,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,8d7b906c54a55eb32c265e43340faf47,21,26207914726-42,FuelsEurope,600000,2,,7,699999,10.5,,b6cae9d3adff42da854f685554551ddf,25
registered,,,"Competitiviness, Energy Union and ETS review",1,,662d5d42fb7e49fc8c04274bdac1fa1a,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,41c14a4380af01e0957a746c183af65f,21,19153965510-75,EUROALLIAGES,,2,,,9999,4,,662d5d42fb7e49fc8c04274bdac1fa1a,25
registered,,,"Competitiviness, Energy Union and ETS review",1,,aa63787c20ea48159767ec3551e19e1b,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,4888fccd1ca4b0f0f7f12e931dd1b521,21,93038071152-83,The European Steel Association,600000,2,EUROFER,2,699999,2.5,,aa63787c20ea48159767ec3551e19e1b,25
registered,,,"Comptetitiviness, Energy Union and ETS review",1,,30699a885b0a4c9ebd7fc9c9cb97e03f,Commissioner Miguel Arias Cañete,2015-02-19T00:00:00,f138cac7bc4a74112e5a92af50e6595b,21,780146710855-91,European Lime Association,,2,EuLA,2,,0.25,5000,30699a885b0a4c9ebd7fc9c9cb97e03f,25
registered,,,Decarbonisation of the Road Transport,1,,24b5202f60fd46c694739889920f115b,Commissioner Miguel Arias Cañete,2015-02-17T00:00:00,b3325416d71045e5fb0a6312fd13e6b7,209,814112514572-47,ASOCIACIÓN ESPAÑOLA DE FABRICANTES DE AUTOMÓVILES Y CAMIONES,10000,2,ANFAC,,24999,1,,24b5202f60fd46c694739889920f115b,25
registered,,,Energy Union,1,,0aec5b0b32c64ab58e3bd8c992fbf8bf,Commissioner Miguel Arias Cañete,2015-02-13T00:00:00,4c1be9ad062026ba44db46101d5c4ab5,209,69240395197-02,"Repsol, S.A.",300000,2,Repsol,2,399999,5.5,,0aec5b0b32c64ab58e3bd8c992fbf8bf,21
registered,,,Commission Working Programme and Digital Agenda,1,,40b4714e89b64e1eb649a41135d61df3,Commissioner Miguel Arias Cañete,2015-02-11T00:00:00,0ff6304e9e9ed385fb508b82e92963f1,209,090350412968-04,BANCO BILBAO VIZCAYA ARGENTARIA,500000,2,BBVA,3,599999,4,,40b4714e89b64e1eb649a41135d61df3,21
registered,,,Work programme of the Commission for 2015,1,,3e6b73bbc5d547f3b84ea422e10c3064,Commissioner Miguel Arias Cañete,2015-01-30T00:00:00,aa37c346320519b4f83c42c377a5d8d0,209,02963738854-41,Confederación Española de Organizaciones Empresariales,700000,2,CEOE,,799999,4.75,,3e6b73bbc5d547f3b84ea422e10c3064,25
registered,,,Energy Union,1,,9aef532a4ecd4f0b80dd1f3584230bad,Commissioner Miguel Arias Cañete,2015-01-28T00:00:00,2c965c5f7ea6c2f8d74cfca2ccf28a2b,108,6256831207-27,ENEL SpA,2000000,2,,8,2249999,8.5,,9aef532a4ecd4f0b80dd1f3584230bad,21
registered,,,Gas sector in the EU,1,,8f1d432dd835413d930658ecc71d7060,Commissioner Miguel Arias Cañete,2015-01-27T00:00:00,412aa0ecb1ef3a2e8b877d1a91ea6cab,209,67833029261-54,Gas Natural Fenosa,25000,2,,4,49999,5,,8f1d432dd835413d930658ecc71d7060,21
registered,,,Lima and energy regulations,1,,83b243f8eb644be78b034471c78d3383,Commissioner Miguel Arias Cañete,2015-01-15T00:00:00,73c84ee40d0fe2599fff0c85c5987ef5,21,55888811123-49,Climate Action Network Europe,800000,3,CAN Europe,10,899999,11.75,,83b243f8eb644be78b034471c78d3383,31
registered,,,Energy Union ans Internal Energy Market,1,,17f7ac7180e44201b501cc5631163887,Commissioner Miguel Arias Cañete,2015-01-14T00:00:00,1d1a2fe40c2e830a117d67184dd4dcc9,209,41816938101-07,IBERDROLA,500000,2,IBE,4,599999,3,,17f7ac7180e44201b501cc5631163887,21
registered,,,Energy Union and Internal Energy Market,1,,d055677c4fea40f38af6c3a0c96b0bc8,Commissioner Miguel Arias Cañete,2015-01-14T00:00:00,3bf02717b14044a79b619fc59b3b4f0d,82,72760517350-57,E.ON SE,2000000,2,,4,2249999,11,,d055677c4fea40f38af6c3a0c96b0bc8,21
registered,,,Energy Union and Internal Energy Market,1,,c7aff4f668bf44fab5f07148cae6a656,Commissioner Miguel Arias Cañete,2015-01-14T00:00:00,724d4c53de5af4810a58db1c299802da,74,03501997362-71,Fortum Oyj,400000,2,,,499999,4.5,,c7aff4f668bf44fab5f07148cae6a656,21
registered,,,Energy Union and Internal Market Energy,1,,e094cd12c3464f8e8a49a99e98edb9cc,Commissioner Miguel Arias Cañete,2015-01-14T00:00:00,83552e97e040af0c508353b01453300a,82,77608353460-77,RWE AG,,2,RWE AG,3,,5.5,2000000,e094cd12c3464f8e8a49a99e98edb9cc,21
registered,,,"Energy Union, 2030 Framework, Market Stability Reserve",1,,43b0a22675d14983b68fae00cf4a5e4c,Commissioner Miguel Arias Cañete,2014-12-02T00:00:00,334db5d266b45286310c80a2592f9adf,21,17909506129-41,EUROGAS aisbl,,2,Eurogas,5,,3.75,825000,43b0a22675d14983b68fae00cf4a5e4c,25
registered,,,Market Stability Reserve and 2030 Framework,1,,7874967d153f48bc9d6db82d51441d9a,Commissioner Miguel Arias Cañete,2014-12-02T00:00:00,a4ab2c33551995f07a77bc18f4e546d0,209,44209611834-88,Unión de Empresas Siderúrgicas,,2,UNESID,1,9999,1,,7874967d153f48bc9d6db82d51441d9a,25
registered,,,Decabornsation of Road Transport,1,Cabinet members of Commissioner Miguel Arias Cañete,0dd4cb5b405244ec8a14818b14730fce,Silvia Bartolini,2015-04-09T00:00:00,cdf2a4e3a21d7f14bcff8f8a6f7ee402,82,2349218828-41,Daimler Aktiengesellschaft,,2,DAI,5,,8.25,2500000,0dd4cb5b405244ec8a14818b14730fce,21
registered,,,Decabornisation of Road Transport,1,Cabinet members of Commissioner Miguel Arias Cañete,9a9595827adf4ab5b0e19b4041bf2aa6,Silvia Bartolini,2015-04-09T00:00:00,0af771ba607badd2401fe40c3867857e,214,51773601133-57,Volvo AB,300000,2,Volvo,2,399999,2,,9a9595827adf4ab5b0e19b4041bf2aa6,21
registered,,,Decabornisaton of Road Transport,1,Cabinet members of Commissioner Miguel Arias Cañete,7b474b6823fb4aa1b5ce8a83e6d04c8c,Silvia Bartolini,2015-04-09T00:00:00,882ccd98cb921d62fd77d8368461a1a6,21,5378003762-62,TOYOTA MOTOR EUROPE,400000,2,,5,499999,1.25,,7b474b6823fb4aa1b5ce8a83e6d04c8c,21
registered,,,Decabornisation of Road Transport,1,Cabinet members of Commissioner Miguel Arias Cañete,9fa785f89aab455cbfc7833ca4931713,Silvia Bartolini,2015-04-09T00:00:00,6034b7f17babd1268bf4009a368d5053,82,7193977808-18,Bayerische Motoren Werke Aktiengesellschaft,1250000,2,BMW Group,4,1499999,5.25,,9fa785f89aab455cbfc7833ca4931713,21
registered,,,Decabornisation of Road Transport,1,Cabinet members of Commissioner Miguel Arias Cañete,69622cdee6034b4fb80594ff8c9c9d7e,Silvia Bartolini,2015-04-09T00:00:00,82de649e52b23cc5e6ce13383a434fe3,155,604742116836-08,DAF Trucks N.V.,50000,2,DAF,,99999,0.5,,69622cdee6034b4fb80594ff8c9c9d7e,21
registered,,,Decabornisation of Road Transport,1,Cabinet members of Commissioner Miguel Arias Cañete,acc079c565874f29843af880139e52d0,Silvia Bartolini,2015-04-09T00:00:00,bf71999c67e55e84bf7d68a7f6ca8eb8,21,67224683333-27,Hyundai Motor Company Brussels Office,600000,2,HMCBO,5,699999,2,,acc079c565874f29843af880139e52d0,21
registered,,,Eurolectric Market Design,1,Cabinet members of Commissioner Miguel Arias Cañete,cd4d0f5da00d48068a6c211e2fbfe5bd,Joachim Balke,2015-04-01T00:00:00,536ec86f95e697c8a36b8b1693487d29,21,4271427696-87,EURELECTRIC aisbl,400000,2,EURELECTRIC,13,499999,4.25,,cd4d0f5da00d48068a6c211e2fbfe5bd,25
registered,,,Smart Marketing,1,Cabinet members of Commissioner Miguel Arias Cañete,3edae5fe97d74214a3367249d0223a85,Joachim Balke,2015-04-01T00:00:00,97bafa357fdf00e2afde2994acfd50d6,215,34504727656-95,Landis+Gyr AG,25000,2,,,49999,1.25,,3edae5fe97d74214a3367249d0223a85,21
